Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	98	7613266	1.28722679596378
1-4 years	F	2021	93	7459995	1.24664962912174
1-4 years	F	2022	137	7263012	1.8862697734769
1-4 years	M	2020	110	7953016	1.38312308185976
1-4 years	M	2021	97	7802850	1.24313552099553
1-4 years	M	2022	163	7592228	2.14693236293747
10-14 years	F	2020	76	10159455	0.748071623920771
10-14 years	F	2021	48	10459561	0.458910273576491
10-14 years	F	2022	67	10187986	0.657637338724258
10-14 years	M	2020	113	10594968	1.06654404241712
10-14 years	M	2021	57	10988223	0.518737197088192
10-14 years	M	2022	101	10701853	0.943761795270408
15-19 years	F	2020	102	10266332	0.993538880293371
15-19 years	F	2021	71	10541690	0.673516295774207
15-19 years	F	2022	92	10553749	0.871728141345791
15-19 years	M	2020	109	10694597	1.01920624030994
15-19 years	M	2021	89	11022976	0.807404461372319
15-19 years	M	2022	119	11082043	1.07380922452656
20-24 years	F	2020	154	10561909	1.45806974856534
20-24 years	F	2021	128	10550759	1.21318286201021
20-24 years	F	2022	150	11103791	1.35088997982761
20-24 years	M	2020	208	11032846	1.88527964588647
20-24 years	M	2021	180	10973238	1.6403544696652
20-24 years	M	2022	198	11601988	1.70660407509472
25-29 years	F	2020	228	11356117	2.00772852199392
25-29 years	F	2021	181	11013419	1.64344968624185
25-29 years	F	2022	232	10840422	2.14013808687522
25-29 years	M	2020	343	11875126	2.88839040528917
25-29 years	M	2021	271	11379058	2.38156796458898
25-29 years	M	2022	291	11352742	2.56325740512733
30-34 years	F	2020	361	11269150	3.20343592906297
30-34 years	F	2021	288	11428324	2.52005455918121
30-34 years	F	2022	338	11471316	2.9464797238608
30-34 years	M	2020	453	11569253	3.91555098674046
30-34 years	M	2021	441	11674304	3.77752712281606
30-34 years	M	2022	454	11836820	3.83548959940254
35-39 years	F	2020	516	10890716	4.73798049641548
35-39 years	F	2021	417	11035485	3.77871928601235
35-39 years	F	2022	490	10965649	4.46849976686286
35-39 years	M	2020	594	10937588	5.4308134480838
35-39 years	M	2021	566	11263833	5.02493245416547
35-39 years	M	2022	570	11302300	5.04322129124161
40-44 years	F	2020	819	10199608	8.02972035788042
40-44 years	F	2021	708	10510756	6.73595695685448
40-44 years	F	2022	729	10609527	6.87118285292078
40-44 years	M	2020	949	10108280	9.38834302176038
40-44 years	M	2021	825	10593780	7.78758856612087
40-44 years	M	2022	853	10817889	7.88508737702892
45-49 years	F	2020	1342	10097702	13.2901525515409
45-49 years	F	2021	1112	9905753	11.2257997953311
45-49 years	F	2022	1122	9779109	11.4734379175035
45-49 years	M	2020	1496	9872904	15.1525832723584
45-49 years	M	2021	1263	9875757	12.7888930438446
45-49 years	M	2022	1219	9844989	12.3819335907841
5-9 years	F	2020	68	9890958	0.687496600430413
5-9 years	F	2021	46	9915390	0.463925271724057
5-9 years	F	2022	85	9777249	0.869365196692853
5-9 years	M	2020	77	10346753	0.744194821312541
5-9 years	M	2021	80	10376158	0.770998282794075
5-9 years	M	2022	95	10231946	0.928464634195685
50-54 years	F	2020	2614	10343739	25.2713259682983
50-54 years	F	2021	2276	10470724	21.7367968060279
50-54 years	F	2022	2387	10372906	23.0118734325752
50-54 years	M	2020	2913	10051788	28.9799187965365
50-54 years	M	2021	2593	10436202	24.8462036284848
50-54 years	M	2022	2365	10434641	22.6648909147905
55-59 years	F	2020	5540	11091171	49.9496401236623
55-59 years	F	2021	5087	10937255	46.5107561266515
55-59 years	F	2022	4814	10593091	45.4447148617906
55-59 years	M	2020	6235	10511928	59.3135721629752
55-59 years	M	2021	5455	10630059	51.3167424564624
55-59 years	M	2022	5117	10373923	49.3256022817983
60-64 years	F	2020	9376	10823072	86.6297480050026
60-64 years	F	2021	8745	10902491	80.2110270029115
60-64 years	F	2022	9130	10820443	84.3773217048507
60-64 years	M	2020	10858	9977506	108.824790483714
60-64 years	M	2021	10283	10333259	99.5136190818405
60-64 years	M	2022	10019	10297980	97.2909250163624
65-69 years	F	2020	11935	9483316	125.852602612841
65-69 years	F	2021	11664	9646107	120.919247526489
65-69 years	F	2022	12718	9757521	130.340482997679
65-69 years	M	2020	14862	8390351	177.132041317461
65-69 years	M	2021	14438	8748213	165.039420050701
65-69 years	M	2022	14684	8873901	165.474011936802
70-74 years	F	2020	16685	7882542	211.670296206478
70-74 years	F	2021	16173	8150929	198.41910044855
70-74 years	F	2022	16547	8120246	203.774614709948
70-74 years	M	2020	19340	6793189	284.696922167188
70-74 years	M	2021	18858	7120873	264.827079488709
70-74 years	M	2022	19001	7036771	270.02441887053
75-79 years	F	2020	19733	5513149	357.926114458361
75-79 years	F	2021	18906	5432359	348.025599928134
75-79 years	F	2022	20440	5951314	343.453563364326
75-79 years	M	2020	21522	4473684	481.08002263906
75-79 years	M	2021	20303	4472410	453.961063498203
75-79 years	M	2022	21937	4909686	446.810651434735
80-84 years	F	2020	20432	3715123	549.968332138667
80-84 years	F	2021	19161	3605202	531.482008497721
80-84 years	F	2022	21037	3834386	548.64064285651
80-84 years	M	2020	20544	2749591	747.165669366826
80-84 years	M	2021	19435	2696104	720.854981855299
80-84 years	M	2022	20667	2825159	731.534048172156
< 1 year	F	2020	128	1826869	7.00652318255989
< 1 year	F	2021	153	1742991	8.77801434430815
< 1 year	F	2022	159	1800246	8.8321262760756
< 1 year	M	2020	180	1908141	9.4332651517891
< 1 year	M	2021	190	1821502	10.4309520384825
< 1 year	M	2022	227	1882867	12.0560825592036
