Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	33	47366301	0.0696697848540041
1-4 years	M	22	32831699	0.0670084115963661
10-14 years	F	38	60828568	0.0624706470157246
10-14 years	M	34	63748092	0.0533349296164033
15-19 years	F	27	64200112	0.04205600139763
15-19 years	M	20	78726350	0.0254044547981711
20-24 years	F	51	73754628	0.0691482031473333
20-24 years	M	37	77247274	0.0478981303599141
25-29 years	F	59	72642061	0.08122016251714
25-29 years	M	56	73771513	0.0759100602965809
30-34 years	F	121	69208434	0.174834182781827
30-34 years	M	81	69581216	0.116410727860807
35-39 years	F	150	71466469	0.209888640223711
35-39 years	M	159	71026064	0.223861482736816
40-44 years	F	234	75182391	0.311243094144213
40-44 years	M	246	74260384	0.33126680303727
45-49 years	F	376	79848889	0.470889457209605
45-49 years	M	396	77905451	0.508308462266652
5-9 years	F	22	39212689	0.05610428807879
5-9 years	M	31	61395692	0.0504921420219516
50-54 years	F	561	77921219	0.719957935976335
50-54 years	M	654	74871731	0.873493895847019
55-59 years	F	812	69915755	1.16139774218272
55-59 years	M	811	65723918	1.23394956460143
60-64 years	F	951	58345098	1.62995698456107
60-64 years	M	970	53767510	1.80406345765314
65-69 years	F	1126	44744864	2.5164899372585
65-69 years	M	1024	39751700	2.57599046078533
70-74 years	F	1315	34985842	3.75866329013891
70-74 years	M	1198	29338685	4.08334593046689
75-79 years	F	1799	29298124	6.14032488906116
75-79 years	M	1405	22386145	6.27620342850455
80-84 years	F	2557	24187176	10.5717178392384
80-84 years	M	1654	15919008	10.3900946591647
< 1 year	F	22	5957977	0.369252852100638
< 1 year	M	40	14415623	0.277476734789749
