Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2000	2	7508434	0.026636712795238
1-4 years	F	2003	9	7636693	0.117852059785564
1-4 years	F	2004	5	7713175	0.0648241482917216
1-4 years	F	2005	1	7785123	0.0128450122111109
1-4 years	M	2000	3	7861716	0.0381596079023969
1-4 years	M	2001	3	7817023	0.0383777814137172
1-4 years	M	2002	5	7913020	0.0631870006647273
1-4 years	M	2003	6	7979882	0.075189081743314
1-4 years	M	2004	1	8058452	0.0124093312214306
1-4 years	M	2005	9	8127884	0.110729926755844
10-14 years	F	2000	5	10007875	0.0499606559834131
10-14 years	F	2001	1	10231469	0.00977376757922054
10-14 years	F	2002	2	10371422	0.0192837587748334
10-14 years	F	2003	8	10444875	0.0765925872736629
10-14 years	F	2004	9	10443706	0.0861763056141182
10-14 years	F	2005	6	10348382	0.0579800784315848
10-14 years	M	2000	4	10520197	0.0380221016773735
10-14 years	M	2001	7	10747209	0.0651331894634226
10-14 years	M	2002	6	10889999	0.0550964237921418
10-14 years	M	2004	3	10967974	0.0273523624326608
15-19 years	F	2000	4	9828886	0.0406963718980971
15-19 years	F	2001	8	9908897	0.0807355248520597
15-19 years	F	2002	3	9981879	0.0300544616900285
15-19 years	F	2003	7	10086567	0.069399231671192
15-19 years	F	2004	2	10242793	0.0195259242278937
15-19 years	F	2005	3	10434789	0.0287499823906358
15-19 years	M	2000	3	10391004	0.02887112737133
15-19 years	M	2001	6	10547387	0.0568861273413026
15-19 years	M	2002	6	10628491	0.0564520400873464
15-19 years	M	2004	1	10859759	0.0092083074771733
20-24 years	F	2000	11	9276187	0.118583206655924
20-24 years	F	2001	3	9676950	0.0310015035729233
20-24 years	F	2002	12	9916245	0.121013548979478
20-24 years	F	2003	12	10093723	0.118885766926634
20-24 years	F	2004	12	10190641	0.117755104904588
20-24 years	F	2005	4	10222806	0.0391282002221308
20-24 years	M	2000	3	9687814	0.0309667382135949
20-24 years	M	2001	4	10080336	0.0396812169753072
20-24 years	M	2002	1	10327520	0.00968286674826096
20-24 years	M	2003	5	10497965	0.0476282784330106
20-24 years	M	2004	3	10654919	0.0281560094450272
20-24 years	M	2005	7	10737149	0.0651942149633948
25-29 years	F	2000	18	9582576	0.187840931290292
25-29 years	F	2001	13	9303113	0.139738171513127
25-29 years	F	2002	14	9248586	0.151374491192491
25-29 years	F	2003	20	9307104	0.214889615502309
25-29 years	F	2004	17	9479080	0.179342299041679
25-29 years	F	2005	14	9712544	0.144143491138882
25-29 years	M	2000	2	9798760	0.0204107458494748
25-29 years	M	2001	1	9516234	0.0105083586637319
25-29 years	M	2002	8	9442754	0.0847210464235328
25-29 years	M	2003	7	9464481	0.0739607380478655
25-29 years	M	2004	11	9627975	0.114250400525552
25-29 years	M	2005	2	9822166	0.020362107502561
30-34 years	F	2000	12	10188619	0.117778474197534
30-34 years	F	2001	20	10263930	0.194857135619592
30-34 years	F	2002	20	10270193	0.194738307254791
30-34 years	F	2003	36	10193818	0.353155216230072
30-34 years	F	2004	17	10041145	0.169303401155944
30-34 years	F	2005	11	9835154	0.11184369863451
30-34 years	M	2000	9	10321769	0.0871943559287173
30-34 years	M	2001	1	10388245	0.00962626507172289
30-34 years	M	2002	12	10388113	0.115516648692597
30-34 years	M	2003	13	10278392	0.126478927832291
30-34 years	M	2004	6	10118356	0.0592981705723736
30-34 years	M	2005	15	9888783	0.151687017502558
35-39 years	F	2000	24	11387968	0.210748748152436
35-39 years	F	2001	28	11141510	0.251312434310969
35-39 years	F	2002	24	10903446	0.220113897936487
35-39 years	F	2003	32	10660101	0.300184773108623
35-39 years	F	2004	27	10453320	0.258291145779523
35-39 years	F	2005	25	10411620	0.240116331560314
35-39 years	M	2000	16	11318696	0.141359039945944
35-39 years	M	2001	21	11094408	0.189284547674829
35-39 years	M	2002	19	10847772	0.175151173900041
35-39 years	M	2003	25	10604058	0.235758801017497
35-39 years	M	2004	28	10421329	0.268679743245799
35-39 years	M	2005	20	10387033	0.192547766046377
40-44 years	F	2000	34	11312761	0.300545552054003
40-44 years	F	2001	38	11500919	0.330408378669565
40-44 years	F	2002	49	11536009	0.424756950172282
40-44 years	F	2003	43	11546602	0.372403933209095
40-44 years	F	2004	44	11562414	0.380543370960424
40-44 years	F	2005	35	11453723	0.305577496504848
40-44 years	M	2000	33	11129102	0.296519880939181
40-44 years	M	2001	27	11314915	0.238623091733345
40-44 years	M	2002	36	11353422	0.317085016306097
40-44 years	M	2003	40	11343445	0.352626560978609
40-44 years	M	2004	37	11363212	0.32561215966049
40-44 years	M	2005	42	11253162	0.373228431262253
45-49 years	F	2000	47	10202898	0.460653433955725
45-49 years	F	2001	50	10505949	0.475920833044211
45-49 years	F	2002	46	10785791	0.42648703280084
