Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	627	45676672	1.37269195093723
1-4 years	M	819	47757977	1.71489675955077
10-14 years	F	230	61847729	0.371881075859713
10-14 years	M	304	64960054	0.467979906543797
15-19 years	F	579	60483811	0.957280949112152
15-19 years	M	1121	64188665	1.74641426177036
20-24 years	F	951	59376552	1.60164234528135
20-24 years	M	2176	61985703	3.5104869263159
25-29 years	F	1088	56633003	1.92114128223079
25-29 years	M	2500	57672370	4.33483139326509
30-34 years	F	1461	60792859	2.40324278876241
30-34 years	M	2951	61383658	4.80746846334899
35-39 years	F	2214	64957965	3.40835800505758
35-39 years	M	4124	64673296	6.37666588076785
40-44 years	F	3070	68912428	4.45492937790554
40-44 years	M	5441	67757258	8.03013604830349
45-49 years	F	3247	65053497	4.99127664113122
45-49 years	M	6008	63195287	9.50703808022899
5-9 years	F	195	58128639	0.335462868827877
5-9 years	M	221	60930800	0.362706545786368
50-54 years	F	2838	58107486	4.88405228889097
50-54 years	M	5332	55645932	9.582012212501
55-59 years	F	2435	47669658	5.10807105014263
55-59 years	M	4269	44836574	9.52124486585438
60-64 years	F	2331	37430470	6.22754670192493
60-64 years	M	3819	34102355	11.1986400939173
65-69 years	F	2768	31525239	8.78026650329281
65-69 years	M	3889	27391872	14.1976422787022
70-74 years	F	4134	28979391	14.2653101302232
70-74 years	M	4656	23317343	19.967969763965
75-79 years	F	6647	26104765	25.4627842847848
75-79 years	M	6006	18659772	32.186888457158
80-84 years	F	10427	19836633	52.5643641236897
80-84 years	M	7141	12079635	59.1160246149822
< 1 year	F	8491	11614007	73.1099955424515
< 1 year	M	12363	12150282	101.750724797992
