Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2000	111	7508434	1.47833756013571
1-4 years	F	2001	110	7468536	1.47284554831094
1-4 years	F	2002	103	7564711	1.36158539301766
1-4 years	F	2003	113	7636693	1.47969808397431
1-4 years	F	2004	89	7713175	1.15386983959264
1-4 years	F	2005	101	7785123	1.2973462333222
1-4 years	F	2006	105	7775092	1.35046633531796
1-4 years	F	2007	104	7813088	1.33109981610344
1-4 years	F	2008	105	7891294	1.33058025717962
1-4 years	F	2009	115	7943260	1.44776829664395
1-4 years	F	2010	112	7952058	1.40844043139524
1-4 years	F	2011	123	7909731	1.55504656226615
1-4 years	F	2012	124	7856870	1.57823662603556
1-4 years	F	2013	112	7790614	1.43762738084572
1-4 years	F	2014	105	7790662	1.34776736559743
1-4 years	F	2015	113	7786776	1.45117825400397
1-4 years	F	2016	100	7800517	1.28196631069453
1-4 years	F	2017	122	7818747	1.56035231732143
1-4 years	F	2018	102	7798370	1.30796563897327
1-4 years	F	2019	96	7719541	1.24359725532904
1-4 years	F	2020	91	7613266	1.19528202482351
1-4 years	F	2021	112	7459995	1.50134148883478
1-4 years	F	2022	132	7263012	1.81742781094125
1-4 years	M	2000	137	7861716	1.74262209420946
1-4 years	M	2001	162	7817023	2.07240019634073
1-4 years	M	2002	145	7913020	1.83242301927709
1-4 years	M	2003	143	7979882	1.79200644821565
1-4 years	M	2004	100	8058452	1.24093312214306
1-4 years	M	2005	132	8127884	1.62403892575239
1-4 years	M	2006	134	8122053	1.64982917496352
1-4 years	M	2007	133	8164877	1.62892839659434
1-4 years	M	2008	168	8247098	2.03708019475457
1-4 years	M	2009	167	8297671	2.01261293681082
1-4 years	M	2010	131	8305151	1.57733435551021
1-4 years	M	2011	155	8255790	1.8774702360404
1-4 years	M	2012	143	8199397	1.74403068908604
1-4 years	M	2013	146	8135691	1.79456176494412
1-4 years	M	2014	123	8137871	1.51145182812556
1-4 years	M	2015	139	8142467	1.70709933488217
1-4 years	M	2016	165	8156375	2.02295750256701
1-4 years	M	2017	152	8180818	1.8580049085556
1-4 years	M	2018	168	8163697	2.05789117357001
1-4 years	M	2019	133	8074090	1.64724445727011
1-4 years	M	2020	131	7953016	1.64717385203299
1-4 years	M	2021	161	7802850	2.06334864825032
1-4 years	M	2022	173	7592228	2.27864600483547
10-14 years	F	2000	41	10007875	0.409677379063987
10-14 years	F	2001	47	10231469	0.459367076223365
10-14 years	F	2002	33	10371422	0.318182019784751
10-14 years	F	2003	41	10444875	0.392537009777522
10-14 years	F	2004	39	10443706	0.373430657661179
10-14 years	F	2005	29	10348382	0.28023704575266
10-14 years	F	2006	25	10261944	0.243618558043193
10-14 years	F	2007	27	10170082	0.265484585080042
10-14 years	F	2008	31	10108474	0.306673391057839
10-14 years	F	2009	41	10088732	0.406393984893245
10-14 years	F	2010	21	10097332	0.207975730618742
10-14 years	F	2011	24	10117822	0.237205200882166
10-14 years	F	2012	28	10102004	0.277172727312323
10-14 years	F	2013	20	10097931	0.198060374942154
10-14 years	F	2014	27	10120287	0.266790852868105
10-14 years	F	2015	30	10101942	0.296972601901694
10-14 years	F	2016	25	10099501	0.247536982272689
10-14 years	F	2017	29	10173382	0.285057614075634
10-14 years	F	2018	32	10220687	0.313090499689502
10-14 years	F	2019	25	10180007	0.245579398913969
10-14 years	F	2020	21	10159455	0.206704001346529
10-14 years	F	2021	37	10459561	0.353743335881879
