Gender	Year	AA_rate	Deaths	Population	Crude Rate
F	2000	2.45561622393535	3707	140355754	2.64114572744912
F	2001	2.46684147432077	3776	142026033	2.658667513441
F	2002	2.43602670211739	3783	143317188	2.63959965499742
F	2003	2.30787774340836	3622	144551061	2.50568897588375
F	2004	2.2483198584498	3572	145810702	2.4497515964226
F	2005	2.2935828953951	3676	147070066	2.49948891707168
F	2006	2.17914352226431	3536	148385108	2.38298846000099
F	2007	2.24620572374949	3694	149720044	2.46727151643103
F	2008	2.24186816440063	3735	151070989	2.47234761930366
F	2009	2.14449475921408	3602	152332121	2.36457024057323
F	2010	2.10566271170493	3579	153260458	2.33524031358434
F	2011	2.1749996094618	3745	154457950	2.42460812149844
F	2012	2.21441307021796	3893	155498676	2.50355829396258
F	2013	2.09483662589425	3738	156478230	2.38883070188102
F	2014	2.199296142961	4002	157867207	2.53504199893775
F	2015	2.1216997085263	3915	159076660	2.4610775710277
F	2016	2.17870346843767	4091	159893102	2.5585844222348
F	2017	2.11159186104119	4062	161122046	2.52107026992445
F	2018	2.07101251260427	4083	161819945	2.52317475450878
F	2019	2.00176564749399	4008	162353729	2.46868367279695
F	2020	2.09722398735531	4300	162984194	2.63829264327313
F	2021	2.26413898863031	4611	163709190	2.8165798144869
F	2022	2.25928031316528	4677	163801963	2.85527713730757
M	2000	2.5367453774008	3111	136826565	2.27368128404013
M	2001	2.53542177931012	3183	138630428	2.29603272955343
M	2002	2.55133891993817	3270	139939197	2.33672914387239
M	2003	2.52986158924729	3289	141090696	2.33112465473981
M	2004	2.47069128232637	3280	142448713	2.3025831058228
M	2005	2.46228304779697	3308	143753234	2.30116562108091
M	2006	2.22763086973055	3052	145128875	2.10295849120308
M	2007	2.41239727386554	3331	146471618	2.27416071829015
M	2008	2.37388298431918	3350	147827137	2.26616037351789
M	2009	2.30777315995563	3326	149072107	2.23113503051245
M	2010	2.25987344390838	3295	149991647	2.19678899852336
M	2011	2.37499753977133	3538	151396794	2.33690549616262
M	2012	2.37086364741383	3595	152528034	2.35694377336562
M	2013	2.31365874775599	3599	153609820	2.34294916822375
M	2014	2.37434596947132	3741	154827618	2.41623558401577
M	2015	2.36396850512604	3849	156054999	2.46643813057216
M	2016	2.31595987461857	3827	156854080	2.43984727716359
M	2017	2.2901905754081	3873	158128450	2.44927462452203
M	2018	2.27903708837231	3942	158802986	2.48232108179628
M	2019	2.27052326896237	3996	159280836	2.50877638537759
M	2020	2.39793824541182	4317	159841509	2.70080032840531
M	2021	2.41397813691528	4409	162208799	2.71810162406788
M	2022	2.45480043585339	4570	162999726	2.80368569453914
