Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	5	7613266	0.0656748365287644
1-4 years	F	2021	4	7459995	0.0536193388869564
1-4 years	F	2022	5	7263012	0.0688419625356533
1-4 years	M	2020	8	7953016	0.100590769589801
1-4 years	M	2021	7	7802850	0.0897108107934921
1-4 years	M	2022	1	7592228	0.0131713641898004
10-14 years	F	2020	2	10159455	0.0196860953663361
10-14 years	F	2021	9	10459561	0.0860456762955921
10-14 years	F	2022	3	10187986	0.0294464480025787
10-14 years	M	2020	1	10594968	0.00943844285324883
10-14 years	M	2021	1	10988223	0.00910065258049459
10-14 years	M	2022	5	10701853	0.0467208809539806
15-19 years	F	2020	12	10266332	0.116886927093338
15-19 years	F	2021	10	10541690	0.0948614501090432
15-19 years	F	2022	19	10553749	0.180030811799674
15-19 years	M	2020	12	10694597	0.112206191593755
15-19 years	M	2021	12	11022976	0.108863522881661
15-19 years	M	2022	6	11082043	0.0541416415727678
20-24 years	F	2020	42	10561909	0.397655385972365
20-24 years	F	2021	33	10550759	0.312773706612008
20-24 years	F	2022	29	11103791	0.261172062766671
20-24 years	M	2020	33	11032846	0.29910686689545
20-24 years	M	2021	33	10973238	0.300731652771953
20-24 years	M	2022	40	11601988	0.344768500019135
25-29 years	F	2020	76	11356117	0.669242840664639
25-29 years	F	2021	77	11013419	0.699147104091836
25-29 years	F	2022	62	10840422	0.571933454251135
25-29 years	M	2020	85	11875126	0.715781878861748
25-29 years	M	2021	93	11379058	0.817290851316515
25-29 years	M	2022	97	11352742	0.854419135042442
30-34 years	F	2020	124	11269150	1.10034918339005
30-34 years	F	2021	145	11428324	1.2687774690322
30-34 years	F	2022	130	11471316	1.13326143225415
30-34 years	M	2020	174	11569253	1.50398647172812
30-34 years	M	2021	181	11674304	1.55041362637122
30-34 years	M	2022	178	11836820	1.50378226584505
35-39 years	F	2020	237	10890716	2.17616546056292
35-39 years	F	2021	224	11035485	2.02981563565172
35-39 years	F	2022	225	10965649	2.05186213784519
35-39 years	M	2020	239	10937588	2.18512527624921
35-39 years	M	2021	274	11263833	2.43256447427798
35-39 years	M	2022	277	11302300	2.45082859241039
40-44 years	F	2020	302	10199608	2.96089810510365
40-44 years	F	2021	377	10510756	3.58680193889003
40-44 years	F	2022	358	10609527	3.3743257357279
40-44 years	M	2020	382	10108280	3.77908012045571
40-44 years	M	2021	422	10593780	3.98346954533698
40-44 years	M	2022	444	10817889	4.10431277303733
45-49 years	F	2020	508	10097702	5.03084761265484
45-49 years	F	2021	528	9905753	5.33023587404208
45-49 years	F	2022	560	9779109	5.72649307825488
45-49 years	M	2020	677	9872904	6.8571516546702
45-49 years	M	2021	709	9875757	7.17919649096267
45-49 years	M	2022	678	9844989	6.88675223507106
5-9 years	F	2020	5	9890958	0.0505512206198833
5-9 years	F	2021	2	9915390	0.0201706639880025
5-9 years	F	2022	8	9777249	0.0818226067475626
5-9 years	M	2020	6	10346753	0.0579892068555227
5-9 years	M	2021	6	10376158	0.0578248712095556
5-9 years	M	2022	7	10231946	0.0684131835723136
50-54 years	F	2020	839	10343739	8.11118687352803
50-54 years	F	2021	921	10470724	8.7959533648294
50-54 years	F	2022	928	10372906	8.9463839737871
50-54 years	M	2020	1141	10051788	11.3512143312215
50-54 years	M	2021	1170	10436202	11.2109750271219
50-54 years	M	2022	1195	10434641	11.4522387497567
55-59 years	F	2020	1453	11091171	13.1005103068017
55-59 years	F	2021	1506	10937255	13.7694512928518
55-59 years	F	2022	1497	10593091	14.1318525442668
55-59 years	M	2020	1860	10511928	17.6941851199894
55-59 years	M	2021	1936	10630059	18.2125047471514
55-59 years	M	2022	1817	10373923	17.515071203054
60-64 years	F	2020	2285	10823072	21.1123052678574
60-64 years	F	2021	2310	10902491	21.1878184535993
60-64 years	F	2022	2378	10820443	21.9769190595986
60-64 years	M	2020	2959	9977506	29.6567098030309
60-64 years	M	2021	3001	10333259	29.042144399942
60-64 years	M	2022	2908	10297980	28.2385477540255
65-69 years	F	2020	3217	9483316	33.9227333561383
65-69 years	F	2021	3414	9646107	35.392516379924
65-69 years	F	2022	3403	9757521	34.8756615537902
65-69 years	M	2020	3721	8390351	44.3485618182124
65-69 years	M	2021	3972	8748213	45.4035584181592
65-69 years	M	2022	4053	8873901	45.6732613987918
70-74 years	F	2020	4446	7882542	56.4031247787833
70-74 years	F	2021	4769	8150929	58.5086681530412
70-74 years	F	2022	4826	8120246	59.4316970200164
70-74 years	M	2020	4684	6793189	68.9514158961277
70-74 years	M	2021	4966	7120873	69.7386401920102
70-74 years	M	2022	5092	7036771	72.3627356922657
75-79 years	F	2020	4903	5513149	88.9328403785205
75-79 years	F	2021	5402	5432359	99.441145182047
75-79 years	F	2022	5739	5951314	96.4324853301304
75-79 years	M	2020	5182	4473684	115.832946627433
75-79 years	M	2021	5519	4472410	123.401029869802
75-79 years	M	2022	5845	4909686	119.050383262799
80-84 years	F	2020	5759	3715123	155.015056029101
80-84 years	F	2021	5883	3605202	163.18087030907
80-84 years	F	2022	6169	3834386	160.886254018244
80-84 years	M	2020	5642	2749591	205.19415433059
80-84 years	M	2021	5847	2696104	216.868488752659
80-84 years	M	2022	5954	2825159	210.749200310496
< 1 year	F	2020	23	1826869	1.25898463436623
< 1 year	F	2021	28	1742991	1.60643399765116
< 1 year	F	2022	23	1800246	1.27760317201094
< 1 year	M	2020	39	1908141	2.04387411622097
< 1 year	M	2021	47	1821502	2.58028813583515
< 1 year	M	2022	31	1882867	1.6464253715212
