Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2013	4	7790614	0.0513438350302043
1-4 years	F	2014	11	7790662	0.141194676395921
1-4 years	F	2015	6	7786776	0.0770537126019806
1-4 years	F	2016	12	7800517	0.153835957283344
1-4 years	F	2017	1	7818747	0.0127897730927986
1-4 years	F	2018	6	7798370	0.0769391552337219
1-4 years	F	2019	4	7719541	0.0518165523053767
1-4 years	M	2013	2	8135691	0.0245830378759469
1-4 years	M	2014	2	8137871	0.0245764524898465
1-4 years	M	2015	13	8142467	0.159656772327109
1-4 years	M	2016	8	8156375	0.098082788003249
1-4 years	M	2017	3	8180818	0.0366711495109658
1-4 years	M	2018	2	8163697	0.0244987044472621
1-4 years	M	2019	7	8074090	0.0866970766984267
10-14 years	F	2013	9	10097931	0.0891271687239693
10-14 years	F	2014	9	10120287	0.0889302842893685
10-14 years	F	2015	1	10101942	0.00989908673005646
10-14 years	F	2016	7	10099501	0.0693103550363528
10-14 years	F	2017	5	10173382	0.0491478644957989
10-14 years	F	2018	9	10220687	0.0880567030376725
10-14 years	F	2019	1	10180007	0.00982317595655877
10-14 years	M	2013	5	10552523	0.0473820336615234
10-14 years	M	2014	9	10551219	0.0852982010893718
10-14 years	M	2015	3	10520388	0.0285160585332024
10-14 years	M	2016	8	10518732	0.0760547944372002
10-14 years	M	2017	4	10605072	0.0377178014444409
10-14 years	M	2018	5	10658840	0.0469094197867685
10-14 years	M	2019	9	10618261	0.0847596419036978
15-19 years	F	2013	13	10312774	0.126057256757493
15-19 years	F	2014	12	10283624	0.116690380745154
15-19 years	F	2015	13	10311036	0.12607850462359
15-19 years	F	2016	12	10328153	0.116187279564894
15-19 years	F	2017	12	10331169	0.116153360766821
15-19 years	F	2018	6	10322313	0.0581265071113422
15-19 years	F	2019	15	10308963	0.145504450835647
15-19 years	M	2013	2	10846190	0.0184396548465406
15-19 years	M	2014	2	10784023	0.0185459545106682
15-19 years	M	2015	12	10797867	0.111133059890439
15-19 years	M	2016	10	10801846	0.0925767688226623
15-19 years	M	2017	12	10800491	0.111106059900425
15-19 years	M	2018	7	10774908	0.0649657519117565
15-19 years	M	2019	14	10745607	0.13028579958303
20-24 years	F	2013	25	11116473	0.224891474121333
20-24 years	F	2014	37	11172747	0.331162962877437
20-24 years	F	2015	35	11071459	0.316128163415499
20-24 years	F	2016	38	10889963	0.348945170888092
20-24 years	F	2017	30	10769493	0.27856464552231
20-24 years	F	2018	35	10672032	0.327960036101841
20-24 years	F	2019	32	10568188	0.30279552180563
20-24 years	M	2013	31	11678965	0.265434479853309
20-24 years	M	2014	41	11739427	0.349250436158426
20-24 years	M	2015	22	11667854	0.188552239340671
20-24 years	M	2016	24	11491065	0.208857925701404
20-24 years	M	2017	26	11349142	0.229092208027708
20-24 years	M	2018	34	11201547	0.30352950355875
20-24 years	M	2019	31	11064752	0.280168954532375
25-29 years	F	2013	54	10620319	0.508459303341077
25-29 years	F	2014	51	10826549	0.47106423293332
25-29 years	F	2015	56	11052155	0.506688514592855
25-29 years	F	2016	60	11259410	0.532887602458743
25-29 years	F	2017	65	11468230	0.566783191477674
25-29 years	F	2018	63	11542918	0.545789201655942
25-29 years	F	2019	66	11504446	0.573691249452603
25-29 years	M	2013	58	10959879	0.529202922769494
25-29 years	M	2014	61	11161389	0.546526960040547
25-29 years	M	2015	53	11409399	0.464529288527818
25-29 years	M	2016	77	11631474	0.661996923175859
25-29 years	M	2017	76	11902230	0.638535803794751
25-29 years	M	2018	67	12018838	0.557458216842593
25-29 years	M	2019	68	12004570	0.566450943265773
30-34 years	F	2013	113	10582777	1.06777266496308
30-34 years	F	2014	101	10719741	0.94218694276289
30-34 years	F	2015	102	10785909	0.945678291926995
30-34 years	F	2016	101	10818095	0.933620937882317
30-34 years	F	2017	103	10883081	0.946423168218632
30-34 years	F	2018	105	10944147	0.959416937656265
30-34 years	F	2019	126	11076695	1.13752342192324
30-34 years	M	2013	107	10681612	1.00172146301513
30-34 years	M	2014	97	10808825	0.897414843889137
30-34 years	M	2015	122	10889739	1.12032069822794
30-34 years	M	2016	110	10968264	1.0028934387429
30-34 years	M	2017	109	11089131	0.982944470581148
30-34 years	M	2018	117	11191871	1.04540161336742
30-34 years	M	2019	134	11354610	1.18013740674493
35-39 years	F	2013	149	9818501	1.51754325838537
35-39 years	F	2014	144	9981814	1.44262355519748
35-39 years	F	2015	162	10201161	1.58805453614544
35-39 years	F	2016	175	10397463	1.68310288769482
35-39 years	F	2017	155	10616012	1.46005863595482
35-39 years	F	2018	179	10773397	1.66150008210038
35-39 years	F	2019	214	10852580	1.97188134065817
35-39 years	M	2013	151	9785269	1.54313591174652
35-39 years	M	2014	184	9939836	1.85113718174022
35-39 years	M	2015	149	10173424	1.46460031548867
35-39 years	M	2016	223	10376442	2.14909889150828
35-39 years	M	2017	183	10615985	1.72381554796846
35-39 years	M	2018	217	10790190	2.01108599570536
35-39 years	M	2019	203	10884941	1.86496187714752
40-44 years	F	2013	262	10488928	2.49787204183306
40-44 years	F	2014	245	10372090	2.36210831182529
40-44 years	F	2015	290	10185045	2.84731191663856
40-44 years	F	2016	268	9919930	2.70163196716106
40-44 years	F	2017	266	9890258	2.68951527857008
40-44 years	F	2018	263	9916891	2.65204084626926
40-44 years	F	2019	268	10014484	2.67612390214014
40-44 years	M	2013	278	10359992	2.68339975552105
40-44 years	M	2014	282	10219393	2.75945939254905
40-44 years	M	2015	295	10030153	2.94113160586882
40-44 years	M	2016	285	9776321	2.91520705999731
40-44 years	M	2017	304	9753115	3.11695289146083
40-44 years	M	2018	348	9797410	3.55195914022175
40-44 years	M	2019	328	9907139	3.31074389891976
45-49 years	F	2013	430	10710188	4.01486883330153
45-49 years	F	2014	411	10540579	3.89921654208939
45-49 years	F	2015	435	10518915	4.13540750162921
45-49 years	F	2016	453	10571668	4.28503808481311
45-49 years	F	2017	460	10587683	4.34467106731473
45-49 years	F	2018	502	10483140	4.78864157113231
45-49 years	F	2019	498	10312396	4.82913961023219
45-49 years	M	2013	470	10498118	4.47699292387455
45-49 years	M	2014	510	10347463	4.92874436951357
45-49 years	M	2015	540	10334929	5.22499961054401
45-49 years	M	2016	598	10375955	5.76332491804369
45-49 years	M	2017	594	10386175	5.71914106973934
45-49 years	M	2018	631	10263995	6.14770369627031
45-49 years	M	2019	587	10085355	5.82032065306576
5-9 years	F	2013	2	10061607	0.019877540436632
5-9 years	F	2014	8	10041137	0.0796722522558949
5-9 years	F	2015	1	10028044	0.00997203442665389
5-9 years	F	2016	1	9999876	0.0100001240015376
5-9 years	F	2017	7	9936097	0.0704501978996381
5-9 years	F	2018	4	9879652	0.0404872560288561
