Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	77	7613266	1.01139248254297
1-4 years	F	2021	102	7459995	1.36729314161739
1-4 years	F	2022	75	7263012	1.0326294380348
1-4 years	M	2020	101	7953016	1.26995846607124
1-4 years	M	2021	97	7802850	1.24313552099553
1-4 years	M	2022	134	7592228	1.76496280143326
10-14 years	F	2020	102	10159455	1.00399086368314
10-14 years	F	2021	122	10459561	1.16639694534025
10-14 years	F	2022	121	10187986	1.18767340277068
10-14 years	M	2020	153	10594968	1.44408175654707
10-14 years	M	2021	159	10988223	1.44700376029864
10-14 years	M	2022	156	10701853	1.45769148576419
15-19 years	F	2020	134	10266332	1.30523735254227
15-19 years	F	2021	169	10541690	1.60315850684283
15-19 years	F	2022	138	10553749	1.30759221201869
15-19 years	M	2020	233	10694597	2.17867022011208
15-19 years	M	2021	272	11022976	2.46757318531765
15-19 years	M	2022	305	11082043	2.75220011328236
20-24 years	F	2020	206	10561909	1.95040498834065
20-24 years	F	2021	217	10550759	2.05672407075169
20-24 years	F	2022	235	11103791	2.11639430172992
20-24 years	M	2020	380	11032846	3.44426089152337
20-24 years	M	2021	378	10973238	3.44474438629692
20-24 years	M	2022	408	11601988	3.51663870019517
25-29 years	F	2020	249	11356117	2.19265088586178
25-29 years	F	2021	242	11013419	2.19731947000291
25-29 years	F	2022	276	10840422	2.54602634473086
25-29 years	M	2020	395	11875126	3.32628049588695
25-29 years	M	2021	461	11379058	4.0513019619023
25-29 years	M	2022	476	11352742	4.19281967299178
30-34 years	F	2020	319	11269150	2.83073701210828
30-34 years	F	2021	357	11428324	3.1238176306517
30-34 years	F	2022	345	11471316	3.00750149328987
30-34 years	M	2020	525	11569253	4.53789021642106
30-34 years	M	2021	512	11674304	4.3857004237683
30-34 years	M	2022	538	11836820	4.54513965744178
35-39 years	F	2020	406	10890716	3.72794589446644
35-39 years	F	2021	416	11035485	3.76965760906748
35-39 years	F	2022	456	10965649	4.15844059936626
35-39 years	M	2020	548	10937588	5.0102454032827
35-39 years	M	2021	604	11263833	5.3622954104522
35-39 years	M	2022	610	11302300	5.39713155729365
40-44 years	F	2020	491	10199608	4.81391049538374
40-44 years	F	2021	610	10510756	5.80357873401304
40-44 years	F	2022	559	10609527	5.26884940299412
40-44 years	M	2020	716	10108280	7.08330200588033
40-44 years	M	2021	725	10593780	6.8436384368941
40-44 years	M	2022	737	10817889	6.81278944533448
45-49 years	F	2020	791	10097702	7.83346547561019
45-49 years	F	2021	770	9905753	7.77326064964471
45-49 years	F	2022	788	9779109	8.05799383154437
45-49 years	M	2020	956	9872904	9.6830679200365
45-49 years	M	2021	916	9875757	9.27523834375431
45-49 years	M	2022	890	9844989	9.04013198999003
5-9 years	F	2020	79	9890958	0.798709285794157
5-9 years	F	2021	80	9915390	0.8068265595201
5-9 years	F	2022	93	9777249	0.951187803440416
5-9 years	M	2020	96	10346753	0.927827309688363
5-9 years	M	2021	98	10376158	0.944472896422741
5-9 years	M	2022	108	10231946	1.05551768940141
50-54 years	F	2020	1175	10343739	11.3595286965381
50-54 years	F	2021	1215	10470724	11.6037821262407
50-54 years	F	2022	1192	10372906	11.49147596633
50-54 years	M	2020	1436	10051788	14.2860155825013
50-54 years	M	2021	1437	10436202	13.7693770204908
50-54 years	M	2022	1548	10434641	14.8352013260447
55-59 years	F	2020	2081	11091171	18.7626716782204
55-59 years	F	2021	2087	10937255	19.0815702843172
55-59 years	F	2022	2007	10593091	18.9463113268828
55-59 years	M	2020	2464	10511928	23.4400387826096
55-59 years	M	2021	2444	10630059	22.9914057861767
55-59 years	M	2022	2329	10373923	22.4505232976956
60-64 years	F	2020	3364	10823072	31.0817483243205
60-64 years	F	2021	3445	10902491	31.5982833647833
60-64 years	F	2022	3542	10820443	32.7343344445325
60-64 years	M	2020	3882	9977506	38.9075185722765
60-64 years	M	2021	3926	10333259	37.9938216974916
60-64 years	M	2022	3961	10297980	38.4638540762363
65-69 years	F	2020	5417	9483316	57.1213697824685
65-69 years	F	2021	5406	9646107	56.043334373131
65-69 years	F	2022	5665	9757521	58.0577792248666
65-69 years	M	2020	5999	8390351	71.4987966534416
65-69 years	M	2021	5990	8748213	68.471126617516
65-69 years	M	2022	6349	8873901	71.5468878906808
70-74 years	F	2020	9858	7882542	125.061179502754
70-74 years	F	2021	9990	8150929	122.562716470724
70-74 years	F	2022	10503	8120246	129.343372109663
70-74 years	M	2020	9962	6793189	146.646884107008
70-74 years	M	2021	10447	7120873	146.709539687058
70-74 years	M	2022	10409	7036771	147.922960687509
75-79 years	F	2020	16349	5513149	296.545585834883
75-79 years	F	2021	16344	5432359	300.863768392332
75-79 years	F	2022	17967	5951314	301.8997149201
75-79 years	M	2020	15454	4473684	345.442369197288
75-79 years	M	2021	15034	4472410	336.149861036891
75-79 years	M	2022	16339	4909686	332.791139799979
80-84 years	F	2020	25101	3715123	675.643848131004
80-84 years	F	2021	24406	3605202	676.966228244631
80-84 years	F	2022	26137	3834386	681.647596251395
80-84 years	M	2020	19628	2749591	713.851623750587
80-84 years	M	2021	18772	2696104	696.263942340503
80-84 years	M	2022	20534	2825159	726.82634853472
< 1 year	F	2020	111	1826869	6.07596932237615
< 1 year	F	2021	103	1742991	5.90938220564535
< 1 year	F	2022	98	1800246	5.4437004720466
< 1 year	M	2020	136	1908141	7.12735589246287
< 1 year	M	2021	149	1821502	8.18006238807314
< 1 year	M	2022	128	1882867	6.79814346950687
