Age Group,Female Death Rate,Male Death Rate
1-4 years,0.8414970508342741,0.9149701541205562
10-14 years,0.4923381568746916,0.5716230535512354
15-19 years,0.8364008102578375,0.9165601415901151
20-24 years,1.5574815790242438,1.880381190653655
25-29 years,2.3928487938162606,3.1184931751734375
30-34 years,3.4865328740338466,4.896940349617017
35-39 years,5.242662491911999,7.596088513651997
40-44 years,7.895944577877604,12.162817201995386
45-49 years,12.46892636187585,19.75007833566703
5-9 years,0.3942084224388366,0.4721959484843605
50-54 years,19.82983730173582,31.790656904665276
55-59 years,30.903141600001316,49.81904322457379
60-64 years,47.261126581780665,74.52375052883264
65-69 years,69.80307926674948,105.47770970290179
70-74 years,105.01477260047402,148.44873825165408
75-79 years,158.4024019373186,211.4598009691372
80-84 years,241.61412941430513,309.92490890228305
< 1 year,4.543991440723088,5.783877411410945
