Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	677	45676672	1.48215701879506
1-4 years	M	775	47757977	1.62276555390945
10-14 years	F	573	61847729	0.926468941163547
10-14 years	M	757	64960054	1.16533154359755
15-19 years	F	1082	60483811	1.78890844030975
15-19 years	M	1873	64188665	2.91796067109356
20-24 years	F	1975	59376552	3.32622884535296
20-24 years	M	3344	61985703	5.39479240882369
25-29 years	F	3180	56633003	5.61510043887307
25-29 years	M	5351	57672370	9.27827311414461
30-34 years	F	5834	60792859	9.59652185464743
30-34 years	M	10391	61383658	16.9279582523414
35-39 years	F	11338	64957965	17.4543645263518
35-39 years	M	21521	64673296	33.2764855528625
40-44 years	F	22346	68912428	32.426661849732
40-44 years	M	45883	67757258	67.7167308039531
45-49 years	F	34715	65053497	53.3637722811427
45-49 years	M	78172	63195287	123.699098003938
5-9 years	F	418	58128639	0.719094764974628
5-9 years	M	415	60930800	0.681100527155396
50-54 years	F	49660	58107486	85.4623103123064
50-54 years	M	113880	55645932	204.651078537062
55-59 years	F	67276	47669658	141.129604915563
55-59 years	M	142651	44836574	318.157671904191
60-64 years	F	91733	37430470	245.075736425431
60-64 years	M	171360	34102355	502.487291566814
65-69 years	F	131772	31525239	417.988900893027
65-69 years	M	210428	27391872	768.213286043393
70-74 years	F	212577	28979391	733.545435789179
70-74 years	M	288754	23317343	1238.36579493641
75-79 years	F	351982	26104765	1348.34387515076
75-79 years	M	384533	18659772	2060.75937047891
80-84 years	F	515856	19836633	2600.52197366357
80-84 years	M	430049	12079635	3560.11584787123
< 1 year	F	1673	11614007	14.4050197317773
< 1 year	M	1992	12150282	16.3946812098682
