Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2014	1	7790662	0.0128358796723565
1-4 years	F	2015	3	7786776	0.0385268563009903
1-4 years	F	2017	3	7818747	0.0383693192783959
1-4 years	F	2019	4	7719541	0.0518165523053767
1-4 years	M	2013	9	8135691	0.110623670441761
1-4 years	M	2014	8	8137871	0.0983058099593862
1-4 years	M	2015	1	8142467	0.0122812901790084
1-4 years	M	2016	9	8156375	0.110343136503655
1-4 years	M	2019	8	8074090	0.0990823733696305
10-14 years	F	2013	1	10097931	0.0099030187471077
10-14 years	F	2015	8	10101942	0.0791926938404517
10-14 years	F	2017	7	10173382	0.0688070102941185
10-14 years	M	2016	1	10518732	0.00950684930465003
10-14 years	M	2018	3	10658840	0.0281456518720611
10-14 years	M	2019	1	10618261	0.00941773798929975
15-19 years	F	2013	3	10312774	0.0290901361748061
15-19 years	F	2019	1	10308963	0.00970029672237644
15-19 years	M	2015	8	10797867	0.0740887065936263
20-24 years	F	2014	5	11172747	0.0447517517401942
20-24 years	F	2015	1	11071459	0.00903223324044283
20-24 years	F	2016	3	10889963	0.0275483029648494
20-24 years	M	2015	4	11667854	0.0342822253346674
20-24 years	M	2018	4	11201547	0.0357093533598529
20-24 years	M	2019	4	11064752	0.036150832842887
25-29 years	F	2016	7	11259410	0.0621702202868534
25-29 years	M	2013	2	10959879	0.0182483766472239
25-29 years	M	2015	7	11409399	0.0613529248999005
25-29 years	M	2017	1	11902230	0.0084017868920362
25-29 years	M	2018	7	12018838	0.0582419032522112
30-34 years	F	2015	5	10785909	0.0463567790160292
30-34 years	F	2016	5	10818095	0.0462188583110058
30-34 years	F	2017	8	10883081	0.0735085955897967
30-34 years	F	2018	8	10944147	0.0730984333452392
30-34 years	M	2013	9	10681612	0.0842569454872542
30-34 years	M	2014	3	10808825	0.0277550982646125
35-39 years	F	2016	4	10397463	0.0384709231473101
35-39 years	F	2018	6	10773397	0.0556927401821357
35-39 years	F	2019	5	10852580	0.0460719939406114
35-39 years	M	2013	2	9785269	0.0204388862482983
35-39 years	M	2014	3	9939836	0.0301815844848949
35-39 years	M	2015	9	10173424	0.0884657908684431
35-39 years	M	2016	6	10376442	0.057823288560761
35-39 years	M	2017	2	10615985	0.0188395141854477
40-44 years	F	2013	5	10488928	0.0476693137754402
40-44 years	F	2017	1	9890258	0.0101109596938725
40-44 years	F	2018	7	9916891	0.0705866384938586
40-44 years	F	2019	4	10014484	0.0399421477931364
40-44 years	M	2013	2	10359992	0.0193050342123816
40-44 years	M	2014	3	10219393	0.0293559509845643
40-44 years	M	2015	7	10030153	0.0697895635290907
40-44 years	M	2016	7	9776321	0.0716015769122147
40-44 years	M	2017	3	9753115	0.0307594035341529
40-44 years	M	2019	4	9907139	0.0403749255965824
45-49 years	F	2013	6	10710188	0.0560214255809515
45-49 years	F	2015	3	10518915	0.0285200517353738
45-49 years	F	2016	9	10571668	0.0851332069830418
45-49 years	F	2018	9	10483140	0.0858521397214956
45-49 years	F	2019	3	10312396	0.0290912024712783
45-49 years	M	2013	9	10498118	0.0857296517337679
45-49 years	M	2014	8	10347463	0.0773136371688403
45-49 years	M	2015	2	10334929	0.0193518504094223
45-49 years	M	2017	6	10386175	0.0577691017145388
45-49 years	M	2019	3	10085355	0.0297461021451402
5-9 years	F	2015	7	10028044	0.0698042409865772
5-9 years	M	2013	1	10508974	0.00951567679204459
5-9 years	M	2014	1	10478429	0.00954341533449337
50-54 years	F	2013	3	11488260	0.0261136151166495
50-54 years	F	2014	5	11493228	0.0435038789798654
50-54 years	F	2015	4	11370470	0.0351788448498611
50-54 years	F	2016	3	11108872	0.0270054421366994
50-54 years	F	2017	9	10880912	0.0827136548848111
50-54 years	F	2018	6	10607357	0.0565645146100013
50-54 years	M	2014	5	11077581	0.045136207986202
50-54 years	M	2015	2	10963847	0.0182417722538448
50-54 years	M	2016	1	10730184	0.00931950467950969
50-54 years	M	2017	2	10520182	0.0190110779452295
50-54 years	M	2018	1	10277207	0.00973027010159472
50-54 years	M	2019	5	10086611	0.0495706635261338
55-59 years	F	2014	7	11067461	0.0632484722557414
55-59 years	F	2015	5	11210375	0.044601540983241
55-59 years	F	2016	2	11296702	0.0177042821878456
55-59 years	F	2017	1	11307436	0.00884373787302444
55-59 years	F	2018	4	11271658	0.0354872371038937
55-59 years	F	2019	6	11234902	0.0534050052238996
55-59 years	M	2013	1	10282382	0.0097253729729162
55-59 years	M	2014	3	10443988	0.0287246595840593
55-59 years	M	2015	9	10597567	0.0849251531035378
55-59 years	M	2016	7	10683406	0.0655221752313822
55-59 years	M	2017	1	10700520	0.00934534022645628
55-59 years	M	2018	2	10669327	0.0187453247988369
55-59 years	M	2019	5	10642489	0.04698149088996
60-64 years	F	2013	4	9447628	0.0423386695581155
60-64 years	F	2014	3	9688238	0.0309653829726314
60-64 years	F	2015	5	9952697	0.0502376391042549
60-64 years	F	2016	5	10167404	0.0491767613443904
60-64 years	F	2017	2	10430419	0.0191746851205115
60-64 years	F	2018	8	10602115	0.0754566423774879
60-64 years	F	2019	7	10714416	0.0653325388896604
60-64 years	M	2013	1	8674373	0.0115282107421482
60-64 years	M	2015	2	9117180	0.0219366075913824
60-64 years	M	2016	3	9315632	0.0322039342043567
60-64 years	M	2017	6	9557283	0.0627793484821994
60-64 years	M	2018	3	9729536	0.0308339472714835
60-64 years	M	2019	9	9856730	0.0913081721828639
65-69 years	F	2013	8	7695527	0.103956493168044
65-69 years	F	2014	8	8076160	0.0990569775735003
65-69 years	F	2015	2	8471278	0.0236091886017671
65-69 years	F	2016	5	8883164	0.0562862511600596
65-69 years	F	2017	4	8906513	0.0449109544891474
65-69 years	F	2018	8	9052080	0.0883774778835362
65-69 years	F	2019	1	9255228	0.0108047041088561
65-69 years	M	2013	1	6913190	0.0144651022176448
65-69 years	M	2014	2	7249106	0.0275896089807488
65-69 years	M	2015	3	7596190	0.039493482917094
65-69 years	M	2016	4	7936919	0.050397389717597
65-69 years	M	2017	9	7929868	0.113494953509945
65-69 years	M	2018	6	8034813	0.074675042219402
65-69 years	M	2019	8	8199773	0.0975636764578727
70-74 years	F	2013	2	5723597	0.0349430611554238
70-74 years	F	2014	3	5973085	0.0502253023353928
70-74 years	F	2015	8	6186891	0.129305656104172
70-74 years	F	2016	8	6356057	0.125864195365145
70-74 years	F	2017	8	6899793	0.115945507350728
70-74 years	F	2018	9	7194151	0.125101627697278
70-74 years	F	2019	9	7528626	0.119543725508479
70-74 years	M	2014	3	5099939	0.058824232995728
70-74 years	M	2015	8	5296158	0.151052895325253
70-74 years	M	2016	2	5454190	0.0366690562668334
70-74 years	M	2017	8	5947272	0.13451545515322
70-74 years	M	2018	6	6211272	0.0965985711139361
70-74 years	M	2019	9	6499806	0.138465671129261
75-79 years	F	2013	4	4287534	0.0932937208194734
75-79 years	F	2014	8	4410758	0.181374720626251
75-79 years	F	2015	1	4512927	0.0221585680424257
75-79 years	F	2016	2	4644276	0.0430637627910141
75-79 years	F	2017	5	4842445	0.103253624976639
75-79 years	F	2018	6	5122392	0.117132777030731
75-79 years	F	2019	8	5334166	0.149976584905682
75-79 years	M	2013	5	3390347	0.147477529586205
75-79 years	M	2015	8	3610906	0.221551045637854
75-79 years	M	2016	1	3723619	0.0268555939799426
75-79 years	M	2017	5	3898816	0.128244061786963
75-79 years	M	2018	3	4144674	0.0723820498306984
80-84 years	F	2014	8	3378554	0.23678769082868
80-84 years	F	2015	3	3386676	0.0885824330405389
80-84 years	F	2016	3	3412384	0.0879150763806184
80-84 years	F	2018	6	3536942	0.169638065877247
80-84 years	F	2019	4	3637483	0.109966149669978
80-84 years	M	2013	5	2370170	0.210955332317935
80-84 years	M	2014	9	2381812	0.377863576134472
80-84 years	M	2015	8	2412665	0.331583539364147
80-84 years	M	2016	1	2453255	0.0407621710747558
80-84 years	M	2017	3	2509059	0.119566737968298
80-84 years	M	2018	8	2590366	0.308836666324373
80-84 years	M	2019	9	2679724	0.335855483624433
< 1 year	F	2013	9	1925056	0.46751886698361
< 1 year	F	2015	3	1942904	0.154408040747253
< 1 year	F	2016	8	1939667	0.412441929465212
< 1 year	F	2017	7	1924145	0.363797946620447
< 1 year	F	2019	9	1847935	0.487030117401316
< 1 year	M	2014	5	2017857	0.247787628161956
< 1 year	M	2015	9	2035134	0.4422313223601
< 1 year	M	2016	8	2030478	0.393995896532738
< 1 year	M	2017	6	2015150	0.297744584770364
< 1 year	M	2019	7	1935117	0.361735233580192
