Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	11	31115726	0.035351898907967
1-4 years	M	35	40646494	0.0861082877160328
10-14 years	F	16	30373255	0.0526779233901668
10-14 years	M	5	31795833	0.0157253310520281
15-19 years	F	4	20621737	0.0193970081181813
15-19 years	M	8	10797867	0.0740887065936263
20-24 years	F	9	33134169	0.0271622927981082
20-24 years	M	12	33934153	0.0353626035693303
25-29 years	F	7	11259410	0.0621702202868534
25-29 years	M	17	46290346	0.036724720096065
30-34 years	F	26	43431232	0.0598647535487826
30-34 years	M	12	21490437	0.0558387900627614
35-39 years	F	15	32023440	0.0468406891951645
35-39 years	M	22	50890956	0.0432296850544525
40-44 years	F	17	40310561	0.0421725711036371
40-44 years	M	26	60046113	0.0433000550760047
45-49 years	F	30	52596307	0.0570382251362249
45-49 years	M	28	51652040	0.0542088947503332
5-9 years	F	7	10028044	0.0698042409865772
5-9 years	M	2	20987403	0.00952952587797547
50-54 years	F	30	66949099	0.0448101624190641
50-54 years	M	16	63655612	0.0251352543747439
55-59 years	F	25	67388534	0.0370982992447944
55-59 years	M	28	74019679	0.0378277782047663
60-64 years	F	34	71002917	0.0478853565973916
60-64 years	M	24	56250734	0.042666109921339
65-69 years	F	36	60339950	0.0596619652485625
65-69 years	M	33	53859859	0.0612701195522996
70-74 years	F	47	45862200	0.102480910204918
70-74 years	M	36	34508637	0.104321709373801
75-79 years	F	34	33154498	0.102550187911155
75-79 years	M	22	18768362	0.117218540435228
80-84 years	F	24	17352039	0.138312275577527
80-84 years	M	43	17397051	0.247168327551606
< 1 year	F	36	9579707	0.375794374504356
< 1 year	M	35	10033736	0.348823210018681
