Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	9	7459995	0.120643512495652
1-4 years	M	10	15395078	0.0649558254917578
15-19 years	M	8	21717573	0.0368365286489425
20-24 years	F	2	10550759	0.0189559822189096
20-24 years	M	17	22006084	0.0772513637592222
25-29 years	F	6	22196539	0.027031241221886
25-29 years	M	11	22731800	0.0483903606401605
30-34 years	F	4	11269150	0.0354951349480662
30-34 years	M	14	35080377	0.0399083510419515
35-39 years	M	8	22239888	0.035971404172539
40-44 years	F	11	20809135	0.0528613995728318
40-44 years	M	17	31519949	0.053934097418749
45-49 years	F	12	20003455	0.0599896367902445
45-49 years	M	12	19717893	0.0608584294478117
5-9 years	F	11	19692639	0.0558584352254667
50-54 years	F	11	20843630	0.0527739170192524
50-54 years	M	11	30922631	0.0355726522752867
55-59 years	F	20	32621517	0.0613092272808772
55-59 years	M	22	31515910	0.0698060122649164
60-64 years	F	13	32546006	0.0399434572709167
60-64 years	M	10	30608745	0.0326704018737129
65-69 years	F	5	28886944	0.0173088575932435
65-69 years	M	10	26012465	0.0384431079484393
70-74 years	F	11	24153717	0.0455416447911516
70-74 years	M	25	20950833	0.119326997642528
75-79 years	F	11	16896822	0.0651009994660534
75-79 years	M	15	13855780	0.108258069917392
80-84 years	F	20	11154711	0.179296442552389
80-84 years	M	13	8270854	0.15717844856166
< 1 year	M	19	5612510	0.338529463644608
