Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	18	23609646	0.0762400249457362
1-4 years	M	28	40989215	0.0683106519605218
10-14 years	F	24	30356146	0.0790614197204085
10-14 years	M	8	10567214	0.0757058577596706
15-19 years	F	13	31934315	0.0407085606815114
15-19 years	M	21	33561516	0.0625716669056308
20-24 years	F	8	30848513	0.0259331786916277
20-24 years	M	4	11549456	0.0346336658627038
25-29 years	F	23	41931509	0.0548513529527401
25-29 years	M	18	31710545	0.056763452031493
30-34 years	F	13	19976423	0.0650767156862868
30-34 years	M	27	49475879	0.0545720471181523
35-39 years	F	30	61692883	0.048627975450588
35-39 years	M	22	51269429	0.0429105617696659
40-44 years	F	34	54113918	0.062830416381974
40-44 years	M	25	63801390	0.0391840992805956
45-49 years	F	32	68886035	0.0464535373533983
45-49 years	M	29	77905451	0.0372246096104366
5-9 years	F	3	9555173	0.0313966057966716
50-54 years	F	30	56050248	0.0535234027867281
50-54 years	M	20	52858212	0.0378370725063496
55-59 years	F	47	69915755	0.0672237609391474
55-59 years	M	30	65723918	0.0456454832774881
60-64 years	F	28	49961774	0.0560428458765295
60-64 years	M	45	53767510	0.0836936655612283
65-69 years	F	35	37374367	0.0936470709992225
65-69 years	M	26	39751700	0.0654060077933774
70-74 years	F	30	30018563	0.0999381615968759
70-74 years	M	34	25165242	0.135106986056403
75-79 years	F	42	29298124	0.143353888460572
75-79 years	M	37	19094693	0.193771117451325
80-84 years	F	32	20738223	0.154304445467676
80-84 years	M	35	15919008	0.219862946233836
< 1 year	F	18	9865455	0.182454838626298
< 1 year	M	22	12294807	0.178937335087895
