Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
10-14 years	F	5	20210478	0.0247396424765411
10-14 years	M	9	10670960	0.0843410527262777
15-19 years	F	15	42536959	0.0352634517197151
15-19 years	M	2	22368593	0.00894110773976709
20-24 years	F	17	31643476	0.0537235542643925
20-24 years	M	13	33404678	0.0389167050195784
25-29 years	F	15	31300978	0.047921825318046
25-29 years	M	19	41763050	0.0454947615176574
30-34 years	M	9	19841055	0.0453604911633983
35-39 years	F	8	30460066	0.0262638958169034
35-39 years	M	8	20213096	0.0395783011172559
40-44 years	F	21	31898637	0.0658335338904919
40-44 years	M	26	41900644	0.062051552238672
45-49 years	F	16	33967815	0.0471034124508745
45-49 years	M	27	66641461	0.0405153182340945
50-54 years	F	24	44720066	0.0536671837648898
50-54 years	M	16	53743739	0.0297709096868009
55-59 years	F	23	49966785	0.0460305781130405
55-59 years	M	16	27559773	0.0580556305743157
60-64 years	F	20	33043376	0.0605265031030728
60-64 years	M	27	46404540	0.0581839621726667
65-69 years	F	20	25925926	0.077142856922449
65-69 years	M	12	21845858	0.0549303213451264
70-74 years	F	26	20006645	0.129956821845942
70-74 years	M	25	25094713	0.0996225778712831
75-79 years	F	19	29298124	0.0648505685893063
75-79 years	M	28	19153407	0.146188090714096
80-84 years	F	42	24187176	0.173645736897933
80-84 years	M	17	11351783	0.149756210103734
< 1 year	F	9	3998808	0.225067069986856
< 1 year	M	18	4080095	0.441166198336068
