Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2002	8	7564711	0.105754205282925
1-4 years	F	2004	5	7713175	0.0648241482917216
1-4 years	M	2000	6	7861716	0.0763192158047938
1-4 years	M	2004	1	8058452	0.0124093312214306
10-14 years	F	2001	9	10231469	0.0879639082129849
10-14 years	M	2002	7	10889999	0.064279161090832
10-14 years	M	2005	1	10864197	0.00920454590431304
15-19 years	F	2000	3	9828886	0.0305222789235728
15-19 years	F	2001	4	9908897	0.0403677624260299
15-19 years	F	2002	3	9981879	0.0300544616900285
15-19 years	M	2000	9	10391004	0.0866133821139901
15-19 years	M	2003	3	10710599	0.0280096379296807
15-19 years	M	2005	1	11051425	0.00904860685386726
20-24 years	F	2000	2	9276187	0.0215605830283499
20-24 years	F	2001	2	9676950	0.0206676690486155
20-24 years	M	2000	6	9687814	0.0619334764271899
25-29 years	F	2000	7	9582576	0.0730492510573357
25-29 years	M	2003	2	9464481	0.0211316394422473
30-34 years	F	2003	1	10193818	0.009809867117502
35-39 years	F	2001	8	11141510	0.0718035526602767
40-44 years	M	2004	2	11363212	0.0176006572789454
45-49 years	F	2000	7	10202898	0.068607958248725
45-49 years	F	2002	9	10785791	0.0834431151132077
45-49 years	F	2005	8	11357088	0.0704405918136762
45-49 years	M	2000	1	9889506	0.0101117285332554
45-49 years	M	2001	4	10193034	0.0392424865844654
45-49 years	M	2002	9	10466497	0.085988655039026
45-49 years	M	2003	5	10705411	0.0467053530219438
45-49 years	M	2004	1	10880756	0.0091905378633617
45-49 years	M	2005	4	11060083	0.0361660938710858
5-9 years	F	2000	4	10026228	0.0398953624433835
5-9 years	M	2002	5	10172682	0.0491512464461191
5-9 years	M	2003	5	10039604	0.0498027611447623
5-9 years	M	2004	5	9951006	0.0502461761152591
50-54 years	F	2000	9	8977824	0.100247008629262
50-54 years	F	2004	8	9999623	0.0800030161137075
50-54 years	M	2000	9	8607724	0.104557255785618
50-54 years	M	2004	5	9565045	0.0522736693868142
55-59 years	F	2002	5	7801990	0.0640862139018379
55-59 years	F	2005	7	9007859	0.0777099197489659
55-59 years	M	2000	3	6508729	0.0460919482129307
55-59 years	M	2002	9	7341077	0.122597815007253
55-59 years	M	2003	4	7672601	0.0521335594018248
55-59 years	M	2005	8	8495361	0.0941690411978961
60-64 years	F	2001	4	5834170	0.0685615948798201
60-64 years	F	2002	5	6051668	0.0826218490505428
60-64 years	F	2004	6	6637798	0.0903914219745765
60-64 years	F	2005	8	6860551	0.116608709708593
60-64 years	M	2002	2	5508597	0.0363068854011285
60-64 years	M	2003	8	5816925	0.137529708565952
60-64 years	M	2005	9	6277726	0.143364014294348
65-69 years	F	2000	5	5133183	0.0974054499907757
65-69 years	M	2000	5	4400362	0.113627015231929
65-69 years	M	2002	4	4474667	0.0893921268331252
65-69 years	M	2004	6	4703011	0.127577843215761
70-74 years	F	2001	5	4908508	0.101863947252403
70-74 years	F	2002	8	4852844	0.164851785880609
70-74 years	F	2004	6	4739945	0.126583747279768
70-74 years	F	2005	1	4729069	0.0211458111522585
70-74 years	M	2000	1	3902912	0.0256218946263713
70-74 years	M	2002	5	3897210	0.12829690984063
70-74 years	M	2004	8	3854159	0.20756798045955
70-74 years	M	2005	2	3874001	0.0516262127965377
75-79 years	F	2000	4	4371357	0.0915047661401254
75-79 years	F	2001	9	4378159	0.205565855420052
75-79 years	F	2003	2	4365982	0.0458087092434188
75-79 years	F	2004	7	4321319	0.161987578329672
75-79 years	F	2005	7	4299256	0.162818869125263
75-79 years	M	2000	4	3044456	0.131386362621105
75-79 years	M	2002	9	3101769	0.29015700395484
75-79 years	M	2004	4	3140080	0.127385289546763
75-79 years	M	2005	4	3164353	0.126408147257907
80-84 years	F	2000	2	3110470	0.0642989644651773
80-84 years	F	2002	3	3295412	0.0910356580603579
80-84 years	F	2003	5	3347175	0.149379700792459
80-84 years	F	2004	4	3417423	0.117047260464976
80-84 years	F	2005	7	3454579	0.202629611307195
80-84 years	M	2000	5	1834897	0.272494859384478
80-84 years	M	2002	3	1998991	0.150075713197308
80-84 years	M	2003	5	2051421	0.243733490102714
80-84 years	M	2005	3	2156614	0.139106951916291
< 1 year	F	2002	6	1932939	0.310408140143067
< 1 year	F	2005	7	1956682	0.357748474202758
< 1 year	M	2001	8	2049753	0.390290927736171
< 1 year	M	2002	6	2018522	0.297247193738785
< 1 year	M	2003	4	2033237	0.196730631992237
< 1 year	M	2004	3	2052042	0.146195838096881
< 1 year	M	2005	4	2047711	0.195340065077543
