Age Group,Excess Deaths Number,Excess Death Rate
1-4 years,-14.954545830391965,-0.008053539201434173
10-14 years,-5.9532176361683184,-0.0024237866407703645
15-19 years,-65.509701803123,-0.026071898202430152
20-24 years,-105.32516108303923,-0.04162493732726219
25-29 years,-7.1104700035596125,-0.0028771184868789934
30-34 years,155.89997175104145,0.06414863138995286
35-39 years,356.14057926903206,0.1473060366692549
40-44 years,1271.1654409241673,0.5222941994275558
45-49 years,2837.64931205394,1.1678223838761603
5-9 years,17.32145316573471,0.007322399289813354
50-54 years,5442.000196519637,2.304302949195871
55-59 years,7332.247146264497,3.3930495695868252
60-64 years,10344.194016755318,5.6338704995689355
65-69 years,11381.793469485128,7.741879469608598
70-74 years,14205.750814946725,12.571466460778716
75-79 years,20665.43043855176,25.356317787383702
80-84 years,30956.070371075693,57.68224624970421
< 1 year,374.5268476198621,0.8107100950282446
