Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	25	7613266	0.328374182643822
1-4 years	F	2021	25	7459995	0.335120868043477
1-4 years	F	2022	40	7263012	0.550735700285226
1-4 years	M	2020	26	7953016	0.326920001166853
1-4 years	M	2021	29	7802850	0.371659073287325
1-4 years	M	2022	39	7592228	0.513683203402216
10-14 years	F	2020	16	10159455	0.157488762930689
10-14 years	F	2021	23	10459561	0.219894506088735
10-14 years	F	2022	23	10187986	0.225756101353104
10-14 years	M	2020	35	10594968	0.330345499863709
10-14 years	M	2021	29	10988223	0.263918924834343
10-14 years	M	2022	32	10701853	0.299013638105476
15-19 years	F	2020	33	10266332	0.321439049506679
15-19 years	F	2021	27	10541690	0.256125915294417
15-19 years	F	2022	41	10553749	0.388487541251929
15-19 years	M	2020	49	10694597	0.458175282341167
15-19 years	M	2021	52	11022976	0.471741932487198
15-19 years	M	2022	51	11082043	0.460203953368526
20-24 years	F	2020	72	10561909	0.681694947381198
20-24 years	F	2021	82	10550759	0.777195270975292
20-24 years	F	2022	77	11103791	0.693456856311507
20-24 years	M	2020	123	11032846	1.11485286751941
20-24 years	M	2021	159	10973238	1.44897978153759
20-24 years	M	2022	152	11601988	1.31012030007271
25-29 years	F	2020	299	11356117	2.6329422284043
25-29 years	F	2021	293	11013419	2.66039092855724
25-29 years	F	2022	306	10840422	2.82276833872334
25-29 years	M	2020	501	11875126	4.21890260364395
25-29 years	M	2021	510	11379058	4.48191757173573
25-29 years	M	2022	497	11352742	4.37779701150612
30-34 years	F	2020	703	11269150	6.23826996712263
30-34 years	F	2021	810	11428324	7.08765344769714
30-34 years	F	2022	716	11471316	6.24165527303057
30-34 years	M	2020	1135	11569253	9.81048646788172
30-34 years	M	2021	1259	11674304	10.7843688154771
30-34 years	M	2022	1270	11836820	10.7292330203551
35-39 years	F	2020	1174	10890716	10.7798238426197
35-39 years	F	2021	1355	11035485	12.2785722603039
35-39 years	F	2022	1226	10965649	11.1803688044365
35-39 years	M	2020	1954	10937588	17.8649991204642
35-39 years	M	2021	2229	11263833	19.7890007779767
35-39 years	M	2022	2044	11302300	18.0848145952594
40-44 years	F	2020	1590	10199608	15.5888343944199
40-44 years	F	2021	1791	10510756	17.0396877256022
40-44 years	F	2022	1700	10609527	16.0233344992666
40-44 years	M	2020	2457	10108280	24.3068059056536
40-44 years	M	2021	2983	10593780	28.1580323548346
40-44 years	M	2022	2803	10817889	25.9107853667199
45-49 years	F	2020	2182	10097702	21.608876950419
45-49 years	F	2021	2270	9905753	22.9159762009006
45-49 years	F	2022	2219	9779109	22.691228822585
45-49 years	M	2020	3381	9872904	34.2452433448153
45-49 years	M	2021	3884	9875757	39.3286307064866
45-49 years	M	2022	3473	9844989	35.2768296643094
5-9 years	F	2020	13	9890958	0.131433173611697
5-9 years	F	2021	13	9915390	0.131109315922016
5-9 years	F	2022	20	9777249	0.204556516868907
5-9 years	M	2020	22	10346753	0.212627091803583
5-9 years	M	2021	14	10376158	0.134924699488963
5-9 years	M	2022	28	10231946	0.273652734289254
50-54 years	F	2020	3267	10343739	31.5843236183744
50-54 years	F	2021	3553	10470724	33.9327060860357
50-54 years	F	2022	3224	10372906	31.0809719089328
50-54 years	M	2020	5310	10051788	52.8264225230377
50-54 years	M	2021	5899	10436202	56.5243946025575
50-54 years	M	2022	5246	10434641	50.2748489382625
55-59 years	F	2020	4622	11091171	41.6727863991999
55-59 years	F	2021	4935	10937255	45.1210107106399
55-59 years	F	2022	4640	10593091	43.8021348065451
55-59 years	M	2020	7943	10511928	75.5617808645569
55-59 years	M	2021	8269	10630059	77.7888438812992
55-59 years	M	2022	7571	10373923	72.9810699385372
60-64 years	F	2020	5523	10823072	51.0298739581516
60-64 years	F	2021	6249	10902491	57.3171764140874
60-64 years	F	2022	6031	10820443	55.7370895073335
60-64 years	M	2020	8944	9977506	89.6416399048019
60-64 years	M	2021	9695	10333259	93.82325556729
60-64 years	M	2022	9285	10297980	90.1633135818869
65-69 years	F	2020	5843	9483316	61.6134693813852
65-69 years	F	2021	6432	9646107	66.679749664813
65-69 years	F	2022	6549	9757521	67.1174573951724
65-69 years	M	2020	8243	8390351	98.2438041030703
65-69 years	M	2021	9077	8748213	103.758333273321
65-69 years	M	2022	9083	8873901	102.356336857939
70-74 years	F	2020	6417	7882542	81.4077489216042
70-74 years	F	2021	7089	8150929	86.9716813874836
70-74 years	F	2022	7141	8120246	87.9406855408075
70-74 years	M	2020	7422	6793189	109.256492054026
70-74 years	M	2021	8079	7120873	113.455190115032
70-74 years	M	2022	8175	7036771	116.175444674837
75-79 years	F	2020	6035	5513149	109.465570402686
75-79 years	F	2021	6612	5432359	121.715078108792
75-79 years	F	2022	7161	5951314	120.326368260858
75-79 years	M	2020	6099	4473684	136.330594650852
75-79 years	M	2021	6616	4472410	147.929192538251
75-79 years	M	2022	7208	4909686	146.811832773012
80-84 years	F	2020	5923	3715123	159.429445539219
80-84 years	F	2021	6363	3605202	176.494964775899
80-84 years	F	2022	6712	3834386	175.047582585582
80-84 years	M	2020	5153	2749591	187.40969111406
80-84 years	M	2021	5292	2696104	196.283229430319
80-84 years	M	2022	5758	2825159	203.811537686905
< 1 year	F	2020	69	1826869	3.77695390309869
< 1 year	F	2021	70	1742991	4.01608499412791
< 1 year	F	2022	54	1800246	2.99959005602568
< 1 year	M	2020	97	1908141	5.0834817762419
< 1 year	M	2021	94	1821502	5.1605762716703
< 1 year	M	2022	86	1882867	4.56750264357493
