Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	60	7613266	0.788098038345173
1-4 years	F	2021	72	7459995	0.965148099965214
1-4 years	F	2022	110	7263012	1.51452317578437
1-4 years	M	2020	75	7953016	0.943038464904383
1-4 years	M	2021	89	7802850	1.14060888008869
1-4 years	M	2022	119	7592228	1.56739233858625
10-14 years	F	2020	16	10159455	0.157488762930689
10-14 years	F	2021	34	10459561	0.325061443783348
10-14 years	F	2022	35	10187986	0.343541893363418
10-14 years	M	2020	30	10594968	0.283153285597465
10-14 years	M	2021	40	10988223	0.364026103219784
10-14 years	M	2022	37	10701853	0.345734519059456
15-19 years	F	2020	32	10266332	0.311698472248901
15-19 years	F	2021	34	10541690	0.322528930370747
15-19 years	F	2022	39	10553749	0.369536929483542
15-19 years	M	2020	50	10694597	0.467525798307314
15-19 years	M	2021	44	11022976	0.39916625056609
15-19 years	M	2022	40	11082043	0.360944277151785
20-24 years	F	2020	79	10561909	0.747970845043259
20-24 years	F	2021	77	10550759	0.729805315428018
20-24 years	F	2022	71	11103791	0.639421257118402
20-24 years	M	2020	114	11032846	1.03327826745701
20-24 years	M	2021	85	10973238	0.774611832897455
20-24 years	M	2022	113	11601988	0.973971012554055
25-29 years	F	2020	165	11356117	1.45296143039034
25-29 years	F	2021	162	11013419	1.47093286834906
25-29 years	F	2022	164	10840422	1.51285623382558
25-29 years	M	2020	288	11875126	2.42523742484922
25-29 years	M	2021	262	11379058	2.30247530155835
25-29 years	M	2022	263	11352742	2.31662095377487
30-34 years	F	2020	245	11269150	2.17407701556905
30-34 years	F	2021	257	11428324	2.24879868649156
30-34 years	F	2022	250	11471316	2.17934890818107
30-34 years	M	2020	460	11569253	3.97605618962607
30-34 years	M	2021	516	11674304	4.41996370832899
30-34 years	M	2022	515	11836820	4.35083071297865
35-39 years	F	2020	385	10890716	3.53512110682163
35-39 years	F	2021	412	11035485	3.73341090128798
35-39 years	F	2022	369	10965649	3.36505390606612
35-39 years	M	2020	608	10937588	5.55881241824066
35-39 years	M	2021	691	11263833	6.13467902089813
35-39 years	M	2022	653	11302300	5.77758509329959
40-44 years	F	2020	577	10199608	5.657080154453
40-44 years	F	2021	576	10510756	5.48010057506805
40-44 years	F	2022	566	10609527	5.33482783916757
40-44 years	M	2020	832	10108280	8.23087607387211
40-44 years	M	2021	907	10593780	8.56162767208683
40-44 years	M	2022	834	10817889	7.70945237097552
45-49 years	F	2020	849	10097702	8.40785358886606
45-49 years	F	2021	845	9905753	8.5303964272075
45-49 years	F	2022	760	9779109	7.77166917763162
45-49 years	M	2020	1151	9872904	11.6581706861527
45-49 years	M	2021	1138	9875757	11.5231672873279
45-49 years	M	2022	1193	9844989	12.1178398472563
5-9 years	F	2020	32	9890958	0.323527811967253
5-9 years	F	2021	31	9915390	0.312645291814039
5-9 years	F	2022	42	9777249	0.429568685424704
5-9 years	M	2020	34	10346753	0.328605505514629
5-9 years	M	2021	48	10376158	0.462598969676445
5-9 years	M	2022	58	10231946	0.566852092456313
50-54 years	F	2020	1327	10343739	12.8290166640902
50-54 years	F	2021	1256	10470724	11.9953500827641
50-54 years	F	2022	1223	10372906	11.7903314654543
50-54 years	M	2020	1946	10051788	19.3597397796293
50-54 years	M	2021	1784	10436202	17.0943414088765
50-54 years	M	2022	1735	10434641	16.6273089797723
55-59 years	F	2020	2098	11091171	18.915946747192
55-59 years	F	2021	2046	10937255	18.706704744472
55-59 years	F	2022	1924	10593091	18.1627817603002
55-59 years	M	2020	3059	10511928	29.1002754204557
55-59 years	M	2021	3003	10630059	28.2500783862065
55-59 years	M	2022	2740	10373923	26.4123803502301
60-64 years	F	2020	2832	10823072	26.1663232028762
60-64 years	F	2021	2927	10902491	26.8470755903399
60-64 years	F	2022	2820	10820443	26.0617795408192
60-64 years	M	2020	3949	9977506	39.5790290679855
60-64 years	M	2021	4098	10333259	39.6583498003873
60-64 years	M	2022	3846	10297980	37.3471302138866
65-69 years	F	2020	3394	9483316	35.789169104984
65-69 years	F	2021	3516	9646107	36.4499377831907
65-69 years	F	2022	3655	9757521	37.4582847426103
65-69 years	M	2020	4311	8390351	51.3804488036317
65-69 years	M	2021	4534	8748213	51.8277275599028
65-69 years	M	2022	4510	8873901	50.8231948947819
70-74 years	F	2020	3945	7882542	50.0473070742915
70-74 years	F	2021	4234	8150929	51.9449991528573
70-74 years	F	2022	4316	8120246	53.1510991169479
70-74 years	M	2020	4450	6793189	65.5067892266798
70-74 years	M	2021	4713	7120873	66.1857050392557
70-74 years	M	2022	4758	7036771	67.6162404602907
75-79 years	F	2020	3952	5513149	71.683170543731
75-79 years	F	2021	4113	5432359	75.7129637419029
75-79 years	F	2022	4521	5951314	75.9664168282836
75-79 years	M	2020	4259	4473684	95.2011809506438
75-79 years	M	2021	4287	4472410	95.8543604007683
75-79 years	M	2022	4678	4909686	95.2810424128956
80-84 years	F	2020	4056	3715123	109.175389347809
80-84 years	F	2021	4015	3605202	111.366852675661
80-84 years	F	2022	4335	3834386	113.055910385652
80-84 years	M	2020	3703	2749591	134.674575236826
80-84 years	M	2021	3895	2696104	144.46772082976
80-84 years	M	2022	4178	2825159	147.885481843677
< 1 year	F	2020	162	1826869	8.86763090292736
< 1 year	F	2021	194	1742991	11.1302926980116
< 1 year	F	2022	184	1800246	10.2208253760875
< 1 year	M	2020	233	1908141	12.2108376687048
< 1 year	M	2021	252	1821502	13.8347363878821
< 1 year	M	2022	251	1882867	13.3307344597361
