Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	41	55141393	0.0743543058478773
1-4 years	M	35	49392640	0.0708607598217062
10-14 years	F	52	70946390	0.073294779339724
10-14 years	M	44	74346273	0.0591825228414611
15-19 years	F	121	74597953	0.162202842214719
15-19 years	M	234	78726350	0.297232121138602
20-24 years	F	386	73754628	0.523356988526876
20-24 years	M	767	77247274	0.992915296920381
25-29 years	F	601	72642061	0.827344367335613
25-29 years	M	1224	73771513	1.6591770321967
30-34 years	F	717	69208434	1.03600090127744
30-34 years	M	1591	69581216	2.286536642303
35-39 years	F	1141	71466469	1.5965529233017
35-39 years	M	2338	71026064	3.29174934992878
40-44 years	F	1981	75182391	2.63492551068241
40-44 years	M	4479	74260384	6.03147971871516
45-49 years	F	3140	79848889	3.93242791393128
45-49 years	M	7113	77905451	9.13029821238054
5-9 years	F	33	68744459	0.0480038689372768
5-9 years	M	42	71785330	0.0585077758923724
50-54 years	F	3681	77921219	4.72400207188751
50-54 years	M	9332	74871731	12.4639832355419
55-59 years	F	3661	69915755	5.2363018893238
55-59 years	M	9645	65723918	14.6750228737124
60-64 years	F	4504	58345098	7.71958597104422
60-64 years	M	9255	53767510	17.2129972170926
65-69 years	F	6914	44744864	15.4520527763812
65-69 years	M	9955	39751700	25.0429541378105
70-74 years	F	14386	34985842	41.1194905642117
70-74 years	M	14809	29338685	50.4760182673491
75-79 years	F	35998	29298124	122.867935161992
75-79 years	M	28452	22386145	127.096469713745
80-84 years	F	82079	24187176	339.349248543939
80-84 years	M	51440	15919008	323.1357129791
< 1 year	F	18	7831932	0.229828348867176
< 1 year	M	6	2109846	0.284380945339138
