Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	4596	54505227	8.4322188035287
1-4 years	M	7002	56991009	12.2861485045825
10-14 years	F	3665	70993737	5.16242721523449
10-14 years	M	6610	74025035	8.9294115159824
15-19 years	F	13411	72198032	18.5752985621547
15-19 years	M	40801	75550932	54.0046282949891
20-24 years	F	23420	76260355	30.7105835004309
20-24 years	M	85801	80192752	106.993459957578
25-29 years	F	28100	78274027	35.8995200285275
25-29 years	M	96659	81087779	119.202919591619
30-34 years	F	30184	75810445	39.8150940810333
30-34 years	M	91935	76984052	119.420837967843
35-39 years	F	30114	72640928	41.4559681836664
35-39 years	M	84504	72566087	116.451090989652
40-44 years	F	29693	70787626	41.9465967116908
40-44 years	M	75463	69843523	108.045809773943
45-49 years	F	34121	73724569	46.2817219046747
45-49 years	M	80432	72291990	111.259905834657
5-9 years	F	2600	69819546	3.7238855721004
5-9 years	M	3836	72883351	5.26320476126297
50-54 years	F	38831	77339639	50.2084060671656
50-54 years	M	88356	74726578	118.239055453603
55-59 years	F	37483	78300582	47.8706531197942
55-59 years	M	88436	74019679	119.476335475597
60-64 years	F	28838	71002917	40.6152327516347
60-64 years	M	69585	65128628	106.842416517664
65-69 years	F	23542	60339950	39.015610718935
65-69 years	M	53053	53859859	98.5019288669137
70-74 years	F	22376	45862200	48.789635037133
70-74 years	M	43065	39393089	109.321206062312
75-79 years	F	25202	33154498	76.0138186981447
75-79 years	M	41137	26598427	154.659521782999
80-84 years	F	32027	24206738	132.306137241623
80-84 years	M	41591	17397051	239.069253748811
< 1 year	F	4750	13389903	35.4744914881011
< 1 year	M	6577	14018968	46.9150082944765
