Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	599	7613266	7.86784541614597
1-4 years	F	2021	709	7459995	9.50402781771301
1-4 years	F	2022	697	7263012	9.59656957747006
1-4 years	M	2020	972	7953016	12.2217785051608
1-4 years	M	2021	1023	7802850	13.1105942059632
1-4 years	M	2022	1076	7592228	14.1723878682252
10-14 years	F	2020	613	10159455	6.03378822978201
10-14 years	F	2021	678	10459561	6.48210761426794
10-14 years	F	2022	688	10187986	6.75305207525805
10-14 years	M	2020	1201	10594968	11.3355698667518
10-14 years	M	2021	1189	10988223	10.8206759182081
10-14 years	M	2022	1171	10701853	10.9420303194223
15-19 years	F	2020	2214	10266332	21.5656380487208
15-19 years	F	2021	2519	10541690	23.895599282468
15-19 years	F	2022	2389	10553749	22.636505757338
15-19 years	M	2020	7439	10694597	69.5584882721621
15-19 years	M	2021	7876	11022976	71.4507588513302
15-19 years	M	2022	7534	11082043	67.9838546015387
20-24 years	F	2020	4000	10561909	37.8719415211777
20-24 years	F	2021	4385	10550759	41.5609910149592
20-24 years	F	2022	4086	11103791	36.7982430505041
20-24 years	M	2020	14621	11032846	132.522469723587
20-24 years	M	2021	14877	10973238	135.575296917829
20-24 years	M	2022	13526	11601988	116.58346828147
25-29 years	F	2020	5349	11356117	47.1023678251994
25-29 years	F	2021	5564	11013419	50.5201881450256
25-29 years	F	2022	5264	10840422	48.558995212548
25-29 years	M	2020	18075	11875126	152.208911299131
25-29 years	M	2021	19029	11379058	167.228253867763
25-29 years	M	2022	17211	11352742	151.602141579541
30-34 years	F	2020	5993	11269150	53.1805859359402
30-34 years	F	2021	6687	11428324	58.5125167959886
30-34 years	F	2022	6621	11471316	57.7178764842674
30-34 years	M	2020	19008	11569253	164.297556635679
30-34 years	M	2021	21195	11674304	181.552579065955
30-34 years	M	2022	20671	11836820	174.633051782489
35-39 years	F	2020	6088	10890716	55.9008241515067
35-39 years	F	2021	6895	11035485	62.4802625349044
35-39 years	F	2022	6619	10965649	60.3612244017659
35-39 years	M	2020	17784	10937588	162.595263233539
35-39 years	M	2021	19946	11263833	177.080040160397
35-39 years	M	2022	19769	11302300	174.911301239571
40-44 years	F	2020	5437	10199608	53.3059701902269
40-44 years	F	2021	6296	10510756	59.9005437858133
40-44 years	F	2022	6455	10609527	60.8415436428033
40-44 years	M	2020	15181	10108280	150.183809708477
40-44 years	M	2021	17784	10593780	167.872090981689
40-44 years	M	2022	18612	10817889	172.048354350835
45-49 years	F	2020	5308	10097702	52.5664156062439
45-49 years	F	2021	5679	9905753	57.3303210770549
45-49 years	F	2022	5535	9779109	56.6002485502514
45-49 years	M	2020	13984	9872904	141.640190160869
45-49 years	M	2021	15172	9875757	153.62872942297
45-49 years	M	2022	15481	9844989	157.247509367456
5-9 years	F	2020	373	9890958	3.7711210582433
5-9 years	F	2021	436	9915390	4.39720474938454
5-9 years	F	2022	397	9777249	4.0604468598478
5-9 years	M	2020	550	10346753	5.31567729508958
5-9 years	M	2021	637	10376158	6.13907382674782
5-9 years	M	2022	565	10231946	5.5219212454796
50-54 years	F	2020	5593	10343739	54.0713565955212
50-54 years	F	2021	6296	10470724	60.1295574212442
50-54 years	F	2022	6044	10372906	58.2671818292772
50-54 years	M	2020	14456	10051788	143.815209791532
50-54 years	M	2021	16129	10436202	154.548560865342
50-54 years	M	2022	16304	10434641	156.248787092915
55-59 years	F	2020	5985	11091171	53.9618404585052
55-59 years	F	2021	6597	10937255	60.3167796672931
55-59 years	F	2022	6374	10593091	60.1712946674394
55-59 years	M	2020	15414	10511928	146.633424429848
55-59 years	M	2021	16888	10630059	158.870237691061
55-59 years	M	2022	17067	10373923	164.518283006342
60-64 years	F	2020	5189	10823072	47.9438739758915
60-64 years	F	2021	5867	10902491	53.8133899858298
60-64 years	F	2022	5878	10820443	54.3230993407571
60-64 years	M	2020	13329	9977506	133.590498467252
60-64 years	M	2021	15380	10333259	148.839780363581
60-64 years	M	2022	16068	10297980	156.030600175957
65-69 years	F	2020	4023	9483316	42.4218701559665
65-69 years	F	2021	4726	9646107	48.9938583513536
65-69 years	F	2022	4866	9757521	49.8692239555518
65-69 years	M	2020	9851	8390351	117.408675751467
65-69 years	M	2021	11448	8748213	130.861011271673
65-69 years	M	2022	12058	8873901	135.881615086758
70-74 years	F	2020	4023	7882542	51.0368355791824
70-74 years	F	2021	4593	8150929	56.3494050800835
70-74 years	F	2022	4525	8120246	55.7249127674211
70-74 years	M	2020	8013	6793189	117.956382488401
70-74 years	M	2021	9200	7120873	129.197641918343
70-74 years	M	2022	9459	7036771	134.42245029716
75-79 years	F	2020	4342	5513149	78.7571676368623
75-79 years	F	2021	4815	5432359	88.6355264812211
75-79 years	F	2022	5150	5951314	86.5355113173326
75-79 years	M	2020	7131	4473684	159.398831030533
75-79 years	M	2021	7997	4472410	178.807399142744
75-79 years	M	2022	8688	4909686	176.956326738614
80-84 years	F	2020	5111	3715123	137.572834062291
80-84 years	F	2021	5489	3605202	152.252217767548
80-84 years	F	2022	5739	3834386	149.671942261421
80-84 years	M	2020	6845	2749591	248.946115985978
80-84 years	M	2021	7357	2696104	272.875230332361
80-84 years	M	2022	7836	2825159	277.364919992114
< 1 year	F	2020	656	1826869	35.9084313106194
< 1 year	F	2021	707	1742991	40.5624584406919
< 1 year	F	2022	734	1800246	40.772205576349
< 1 year	M	2020	902	1908141	47.2711398161876
< 1 year	M	2021	976	1821502	53.5821536292576
< 1 year	M	2022	1015	1882867	53.9071532933553
