Age Group,Excess Deaths Number,Excess Death Rate
1-4 years,207.26833267885127,0.11162115261652694
10-14 years,82.52239699985239,0.03359808017052912
15-19 years,115.28876644109528,0.045883234082935376
20-24 years,798.8412707321263,0.3157053593532062
25-29 years,2606.1340823455403,1.05452333584812
30-34 years,5790.289647987607,2.3825479382573085
35-39 years,11827.48802703182,4.892058042335581
40-44 years,18523.51759272503,7.610910020210129
45-49 years,26968.28369855263,11.098681300789886
5-9 years,104.7547139339299,0.04428357341471795
50-54 years,33287.92372155297,14.09508600408315
55-59 years,33297.51022116945,15.408659919737019
60-64 years,27201.64355891921,14.815125947768585
65-69 years,19932.691120540396,13.558187694574471
70-74 years,15165.69966222861,13.420979090901021
75-79 years,15276.028979497627,18.743565322057236
80-84 years,15536.228796560696,28.949558664665176
< 1 year,1121.2819843055922,2.427154768281122
