Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2000	73	7508434	0.972240017026187
1-4 years	F	2001	91	7468536	1.21844495360269
1-4 years	F	2002	79	7564711	1.04432277716888
1-4 years	F	2003	81	7636693	1.06066853807008
1-4 years	F	2004	66	7713175	0.855678757450726
1-4 years	F	2005	68	7785123	0.873460830355538
1-4 years	F	2006	88	7775092	1.13181940483791
1-4 years	F	2007	63	7813088	0.806339311678046
1-4 years	F	2008	70	7891294	0.887053504786414
1-4 years	F	2009	57	7943260	0.717589503553956
1-4 years	F	2010	66	7952058	0.829973825643626
1-4 years	F	2011	61	7909731	0.771201953644188
1-4 years	F	2012	51	7856870	0.649113451030754
1-4 years	F	2013	63	7790614	0.808665401725718
1-4 years	F	2014	61	7790662	0.782988660013745
1-4 years	F	2015	56	7786776	0.719167984285152
1-4 years	F	2016	67	7800517	0.858917428165338
1-4 years	F	2017	65	7818747	0.831335251031911
1-4 years	F	2018	55	7798370	0.705275589642451
1-4 years	F	2019	37	7719541	0.479303108824735
1-4 years	F	2020	59	7613266	0.77496307103942
1-4 years	F	2021	53	7459995	0.710456240252172
1-4 years	F	2022	65	7263012	0.894945512963492
1-4 years	M	2000	87	7861716	1.10662862916951
1-4 years	M	2001	92	7817023	1.17691863002066
1-4 years	M	2002	66	7913020	0.8340684087744
1-4 years	M	2003	109	7979882	1.36593498500354
1-4 years	M	2004	78	8058452	0.967927835271588
1-4 years	M	2005	85	8127884	1.04578264158298
1-4 years	M	2006	70	8122053	0.861851061548109
1-4 years	M	2007	85	8164877	1.04104446398886
1-4 years	M	2008	91	8247098	1.10341843882539
1-4 years	M	2009	75	8297671	0.903868085394082
1-4 years	M	2010	68	8305151	0.818768978432782
1-4 years	M	2011	67	8255790	0.811551650417465
1-4 years	M	2012	84	8199397	1.02446557960299
1-4 years	M	2013	75	8135691	0.921863920348007
1-4 years	M	2014	84	8137871	1.03221100457355
1-4 years	M	2015	58	8142467	0.712314830382487
1-4 years	M	2016	74	8156375	0.907265789030053
1-4 years	M	2017	71	8180818	0.867883871759523
1-4 years	M	2018	54	8163697	0.661465020076076
1-4 years	M	2019	63	8074090	0.78027369028584
1-4 years	M	2020	65	7953016	0.817300002917132
1-4 years	M	2021	47	7802850	0.602344015327733
1-4 years	M	2022	51	7592228	0.671739573679821
10-14 years	F	2000	56	10007875	0.559559347014226
10-14 years	F	2001	52	10231469	0.508235914119468
10-14 years	F	2002	55	10371422	0.530303366307918
10-14 years	F	2003	51	10444875	0.488277743869601
10-14 years	F	2004	56	10443706	0.53620812382118
10-14 years	F	2005	67	10348382	0.647444209152697
10-14 years	F	2006	47	10261944	0.458002889121204
10-14 years	F	2007	42	10170082	0.41297602123562
10-14 years	F	2008	48	10108474	0.474849121637945
10-14 years	F	2009	61	10088732	0.604634953133853
10-14 years	F	2010	50	10097332	0.495180310997004
10-14 years	F	2011	51	10117822	0.504061051874603
10-14 years	F	2012	41	10102004	0.405860064993045
10-14 years	F	2013	41	10097931	0.406023768631416
10-14 years	F	2014	42	10120287	0.415007993350386
10-14 years	F	2015	48	10101942	0.47515616304271
10-14 years	F	2016	35	10099501	0.346551775181764
10-14 years	F	2017	51	10173382	0.501308217857149
10-14 years	F	2018	50	10220687	0.489203905764847
10-14 years	F	2019	41	10180007	0.40275021421891
10-14 years	F	2020	57	10159455	0.561053717940578
10-14 years	F	2021	57	10459561	0.544955949872084
10-14 years	F	2022	56	10187986	0.54966702938147
10-14 years	M	2000	78	10520197	0.741430982708784
10-14 years	M	2001	72	10747209	0.669941377338061
10-14 years	M	2002	74	10889999	0.679522560103082
10-14 years	M	2003	68	10970478	0.619845370456966
10-14 years	M	2004	69	10967974	0.629104335951198
10-14 years	M	2005	75	10864197	0.690340942823478
10-14 years	M	2006	50	10771194	0.464201090426929
10-14 years	M	2007	47	10670960	0.440447719792783
10-14 years	M	2008	68	10598181	0.641619538296242
10-14 years	M	2009	65	10571832	0.614841401187609
10-14 years	M	2010	69	10579862	0.652182419770693
10-14 years	M	2011	54	10587030	0.510058061609347
10-14 years	M	2012	43	10567214	0.40691898545823
10-14 years	M	2013	52	10552523	0.492773150079844
10-14 years	M	2014	60	10551219	0.568654673929145
10-14 years	M	2015	59	10520388	0.560815817819647
10-14 years	M	2016	49	10518732	0.465835615927851
10-14 years	M	2017	62	10605072	0.584625922388834
10-14 years	M	2018	41	10658840	0.384657242251502
10-14 years	M	2019	66	10618261	0.621570707293784
10-14 years	M	2020	76	10594968	0.717321656846911
10-14 years	M	2021	52	10988223	0.473233934185719
10-14 years	M	2022	55	10701853	0.513929690493786
15-19 years	F	2000	97	9828886	0.986887018528855
15-19 years	F	2001	94	9908897	0.948642417011702
15-19 years	F	2002	90	9981879	0.901633850700855
15-19 years	F	2003	94	10086567	0.931932539584578
15-19 years	F	2004	82	10242793	0.800562893343642
15-19 years	F	2005	94	10434789	0.900832781573255
15-19 years	F	2006	80	10597293	0.754909767994525
15-19 years	F	2007	85	10731326	0.792073598360538
15-19 years	F	2008	77	10805148	0.712623279199878
15-19 years	F	2009	91	10804571	0.842236123951613
15-19 years	F	2010	84	10736677	0.782364971955476
15-19 years	F	2011	86	10525097	0.817094607299106
15-19 years	F	2012	87	10397841	0.836712159764705
15-19 years	F	2013	68	10312774	0.659376419962272
15-19 years	F	2014	79	10283624	0.768211673238928
15-19 years	F	2015	83	10311036	0.804962760289073
15-19 years	F	2016	83	10328153	0.803628683657184
15-19 years	F	2017	93	10331169	0.900188545942865
15-19 years	F	2018	88	10322313	0.852522104299686
15-19 years	F	2019	100	10308963	0.970029672237644
15-19 years	F	2020	87	10266332	0.847430221426698
15-19 years	F	2021	91	10541690	0.863239195992293
15-19 years	F	2022	83	10553749	0.786450388388051
15-19 years	M	2000	107	10391004	1.0297368762441
15-19 years	M	2001	101	10547387	0.957583143578594
15-19 years	M	2002	98	10628491	0.922049988093324
15-19 years	M	2003	113	10710599	1.05502969535131
15-19 years	M	2004	95	10859759	0.874789210331463
15-19 years	M	2005	115	11051425	1.04058978819474
15-19 years	M	2006	99	11210416	0.883107281656631
15-19 years	M	2007	99	11336490	0.873286175879836
15-19 years	M	2008	99	11405732	0.867984623871576
15-19 years	M	2009	98	11388239	0.860536910052555
15-19 years	M	2010	84	11303666	0.743121744750774
15-19 years	M	2011	97	11118946	0.872384846549304
15-19 years	M	2012	86	10962861	0.784466755530331
15-19 years	M	2013	103	10846190	0.94964222459684
15-19 years	M	2014	99	10784023	0.918024748278078
15-19 years	M	2015	86	10797867	0.796453595881483
15-19 years	M	2016	106	10801846	0.981313749520221
15-19 years	M	2017	94	10800491	0.870330802553328
15-19 years	M	2018	100	10774908	0.92808217016795
15-19 years	M	2019	87	10745607	0.809633183123112
15-19 years	M	2020	108	10694597	1.0098557243438
15-19 years	M	2021	138	11022976	1.2519305131391
15-19 years	M	2022	91	11082043	0.821148230520311
20-24 years	F	2000	134	9276187	1.44455906289944
20-24 years	F	2001	150	9676950	1.55007517864616
20-24 years	F	2002	156	9916245	1.57317613673321
20-24 years	F	2003	153	10093723	1.51579352831458
20-24 years	F	2004	162	10190641	1.58969391621194
20-24 years	F	2005	169	10222806	1.65316645938503
20-24 years	F	2006	165	10238784	1.61151949293979
20-24 years	F	2007	142	10270163	1.3826460203212
20-24 years	F	2008	152	10339566	1.47008104595493
20-24 years	F	2009	167	10459413	1.59664791896065
20-24 years	F	2010	164	10571823	1.55129347133413
20-24 years	F	2011	152	10841132	1.40206760696208
20-24 years	F	2012	161	11033747	1.45915979403914
20-24 years	F	2013	169	11116473	1.52026636506021
20-24 years	F	2014	192	11172747	1.71846726682346
20-24 years	F	2015	163	11071459	1.47225401819218
20-24 years	F	2016	171	10889963	1.57025326899641
20-24 years	F	2017	167	10769493	1.55067652674086
20-24 years	F	2018	183	10672032	1.71476247447534
20-24 years	F	2019	177	10568188	1.67483772998739
20-24 years	F	2020	165	10561909	1.56221758774858
20-24 years	F	2021	172	10550759	1.63021447082622
20-24 years	F	2022	177	11103791	1.59405017619658
20-24 years	M	2000	169	9687814	1.74445958603251
20-24 years	M	2001	153	10080336	1.5178065493055
20-24 years	M	2002	193	10327520	1.86879328241436
20-24 years	M	2003	179	10497965	1.70509236790178
20-24 years	M	2004	181	10654919	1.69874590318331
20-24 years	M	2005	192	10737149	1.78818418185312
20-24 years	M	2006	182	10797351	1.68559862507017
20-24 years	M	2007	202	10807836	1.86901429666401
20-24 years	M	2008	246	10841046	2.2691537329516
20-24 years	M	2009	192	10924709	1.75748388355241
20-24 years	M	2010	194	11014176	1.76136644266444
20-24 years	M	2011	190	11312700	1.6795283177314
20-24 years	M	2012	208	11549456	1.8009506248606
20-24 years	M	2013	211	11678965	1.80666694351768
20-24 years	M	2014	213	11739427	1.81439860735963
20-24 years	M	2015	220	11667854	1.88552239340671
20-24 years	M	2016	194	11491065	1.68826823275301
20-24 years	M	2017	213	11349142	1.87679385807315
20-24 years	M	2018	209	11201547	1.86581371305231
20-24 years	M	2019	224	11064752	2.02444663920167
20-24 years	M	2020	254	11032846	2.30221649064983
20-24 years	M	2021	280	10973238	2.55166250836809
20-24 years	M	2022	259	11601988	2.2323760376239
25-29 years	F	2000	190	9582576	1.98276538584197
25-29 years	F	2001	201	9303113	2.16056711339527
25-29 years	F	2002	213	9248586	2.30305475885719
25-29 years	F	2003	229	9307104	2.46048609750144
25-29 years	F	2004	194	9479080	2.04661211847563
25-29 years	F	2005	207	9712544	2.1312644761249
25-29 years	F	2006	236	10014422	2.35660130959131
25-29 years	F	2007	231	10229259	2.25822808866214
25-29 years	F	2008	230	10393532	2.21291472427275
25-29 years	F	2009	238	10466871	2.27384095972903
25-29 years	F	2010	260	10466258	2.48417342664398
25-29 years	F	2011	249	10518279	2.36730742738427
25-29 years	F	2012	252	10553440	2.38784699586107
25-29 years	F	2013	238	10620319	2.24098729991067
25-29 years	F	2014	230	10826549	2.1244073249934
25-29 years	F	2015	250	11052155	2.26200229728953
25-29 years	F	2016	255	11259410	2.26477231044966
25-29 years	F	2017	295	11468230	2.5723237151679
25-29 years	F	2018	284	11542918	2.46038306778234
25-29 years	F	2019	265	11504446	2.30345728946878
25-29 years	F	2020	323	11356117	2.84428207282472
25-29 years	F	2021	369	11013419	3.35045820012841
25-29 years	F	2022	322	10840422	2.97036406885267
25-29 years	M	2000	257	9798760	2.62278084165752
25-29 years	M	2001	229	9516234	2.4064141339946
25-29 years	M	2002	264	9442754	2.79579453197658
25-29 years	M	2003	274	9464481	2.89503460358788
25-29 years	M	2004	244	9627975	2.5342816116577
25-29 years	M	2005	256	9822166	2.60634976032781
25-29 years	M	2006	278	10095589	2.75367786862163
25-29 years	M	2007	298	10313439	2.88943387360899
25-29 years	M	2008	281	10509136	2.67386395989166
25-29 years	M	2009	330	10611357	3.10987557953238
25-29 years	M	2010	278	10635591	2.61386508751606
25-29 years	M	2011	316	10761515	2.93638953251471
25-29 years	M	2012	311	10844886	2.8677111036483
25-29 years	M	2013	336	10959879	3.06572727673362
25-29 years	M	2014	354	11161389	3.17164825990744
25-29 years	M	2015	352	11409399	3.08517565210928
25-29 years	M	2016	343	11631474	2.9488953850561
25-29 years	M	2017	409	11902230	3.43633083884281
25-29 years	M	2018	387	12018838	3.21994522265796
25-29 years	M	2019	407	12004570	3.39037549866426
25-29 years	M	2020	490	11875126	4.12627200755596
25-29 years	M	2021	524	11379058	4.60495060311671
25-29 years	M	2022	489	11352742	4.30732945397685
30-34 years	F	2000	274	10188619	2.68927516084368
30-34 years	F	2001	284	10263930	2.76697132579821
30-34 years	F	2002	302	10270193	2.94054843954734
30-34 years	F	2003	295	10193818	2.89391079966309
30-34 years	F	2004	337	10041145	3.35619095232665
30-34 years	F	2005	309	9835154	3.14179117073307
30-34 years	F	2006	317	9611918	3.29798901738446
30-34 years	F	2007	292	9559334	3.05460610540441
30-34 years	F	2008	306	9625879	3.17893046442824
30-34 years	F	2009	296	9800559	3.02023588654484
30-34 years	F	2010	325	9965599	3.26121891920395
30-34 years	F	2011	347	10228056	3.39262905873804
30-34 years	F	2012	354	10417089	3.39826222085652
30-34 years	F	2013	349	10582777	3.29781115108067
30-34 years	F	2014	365	10719741	3.4049330109748
30-34 years	F	2015	403	10785909	3.73635638869195
30-34 years	F	2016	394	10818095	3.64204603490725
30-34 years	F	2017	402	10883081	3.69380692838728
30-34 years	F	2018	396	10944147	3.61837245058934
30-34 years	F	2019	422	11076695	3.80980066707624
30-34 years	F	2020	512	11269150	4.54337727335247
30-34 years	F	2021	548	11428324	4.79510381399757
30-34 years	F	2022	538	11471316	4.68995885040566
30-34 years	M	2000	424	10321769	4.10782299041957
30-34 years	M	2001	377	10388245	3.62910193203953
30-34 years	M	2002	465	10388113	4.47627013683813
30-34 years	M	2003	450	10278392	4.37811673265624
30-34 years	M	2004	408	10118356	4.03227559892141
30-34 years	M	2005	436	9888783	4.40903597540769
30-34 years	M	2006	420	9673250	4.34187062259323
30-34 years	M	2007	426	9611431	4.4322224234872
30-34 years	M	2008	393	9678926	4.06036785486324
30-34 years	M	2009	436	9844555	4.42884416817215
30-34 years	M	2010	424	9996500	4.24148451958185
30-34 years	M	2011	500	10282648	4.86256069448259
30-34 years	M	2012	437	10493906	4.16432165487284
30-34 years	M	2013	479	10681612	4.4843418764883
30-34 years	M	2014	515	10808825	4.76462520209181
30-34 years	M	2015	571	10889739	5.24346818596846
30-34 years	M	2016	539	10968264	4.91417784984023
30-34 years	M	2017	551	11089131	4.9688293879836
30-34 years	M	2018	559	11191871	4.99469659719988
30-34 years	M	2019	610	11354610	5.37226729936123
30-34 years	M	2020	780	11569253	6.74200832153986
30-34 years	M	2021	856	11674304	7.33234289598763
30-34 years	M	2022	845	11836820	7.13874165527566
35-39 years	F	2000	491	11387968	4.31156813928525
35-39 years	F	2001	505	11141510	4.53259926167997
35-39 years	F	2002	522	10903446	4.7874772801186
35-39 years	F	2003	523	10660101	4.90614488549405
35-39 years	F	2004	476	10453320	4.55357723670566
35-39 years	F	2005	508	10411620	4.87916385730559
35-39 years	F	2006	464	10489448	4.42349301888908
35-39 years	F	2007	464	10502839	4.41785311571471
35-39 years	F	2008	465	10437809	4.45495793226337
35-39 years	F	2009	460	10292169	4.46941747652997
35-39 years	F	2010	471	10137620	4.64606090975988
35-39 years	F	2011	468	9832998	4.75948434038123
35-39 years	F	2012	470	9773586	4.80887977043431
35-39 years	F	2013	517	9818501	5.26556956097474
35-39 years	F	2014	565	9981814	5.66029381032345
35-39 years	F	2015	546	10201161	5.35233195515687
35-39 years	F	2016	593	10397463	5.70331435658872
35-39 years	F	2017	601	10616012	5.66125961425062
35-39 years	F	2018	635	10773397	5.89414833594269
35-39 years	F	2019	612	10852580	5.63921205833083
