Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	59	7613266	0.77496307103942
1-4 years	F	2021	53	7459995	0.710456240252172
1-4 years	F	2022	65	7263012	0.894945512963492
1-4 years	M	2020	65	7953016	0.817300002917132
1-4 years	M	2021	47	7802850	0.602344015327733
1-4 years	M	2022	51	7592228	0.671739573679821
10-14 years	F	2020	57	10159455	0.561053717940578
10-14 years	F	2021	57	10459561	0.544955949872084
10-14 years	F	2022	56	10187986	0.54966702938147
10-14 years	M	2020	76	10594968	0.717321656846911
10-14 years	M	2021	52	10988223	0.473233934185719
10-14 years	M	2022	55	10701853	0.513929690493786
15-19 years	F	2020	87	10266332	0.847430221426698
15-19 years	F	2021	91	10541690	0.863239195992293
15-19 years	F	2022	83	10553749	0.786450388388051
15-19 years	M	2020	108	10694597	1.0098557243438
15-19 years	M	2021	138	11022976	1.2519305131391
15-19 years	M	2022	91	11082043	0.821148230520311
20-24 years	F	2020	165	10561909	1.56221758774858
20-24 years	F	2021	172	10550759	1.63021447082622
20-24 years	F	2022	177	11103791	1.59405017619658
20-24 years	M	2020	254	11032846	2.30221649064983
20-24 years	M	2021	280	10973238	2.55166250836809
20-24 years	M	2022	259	11601988	2.2323760376239
25-29 years	F	2020	323	11356117	2.84428207282472
25-29 years	F	2021	369	11013419	3.35045820012841
25-29 years	F	2022	322	10840422	2.97036406885267
25-29 years	M	2020	490	11875126	4.12627200755596
25-29 years	M	2021	524	11379058	4.60495060311671
25-29 years	M	2022	489	11352742	4.30732945397685
30-34 years	F	2020	512	11269150	4.54337727335247
30-34 years	F	2021	548	11428324	4.79510381399757
30-34 years	F	2022	538	11471316	4.68995885040566
30-34 years	M	2020	780	11569253	6.74200832153986
30-34 years	M	2021	856	11674304	7.33234289598763
30-34 years	M	2022	845	11836820	7.13874165527566
35-39 years	F	2020	778	10890716	7.14369927560318
35-39 years	F	2021	805	11035485	7.29464994062336
35-39 years	F	2022	746	10965649	6.80306291036673
35-39 years	M	2020	1239	10937588	11.3279088588819
35-39 years	M	2021	1298	11263833	11.5236083489519
35-39 years	M	2022	1230	11302300	10.8827406811003
40-44 years	F	2020	1050	10199608	10.2945132793339
40-44 years	F	2021	1234	10510756	11.7403543570034
40-44 years	F	2022	1124	10609527	10.5942517512798
40-44 years	M	2020	1744	10108280	17.2531825394627
40-44 years	M	2021	1798	10593780	16.9722233234974
40-44 years	M	2022	1834	10817889	16.9534000579965
45-49 years	F	2020	1675	10097702	16.5879325810962
45-49 years	F	2021	1778	9905753	17.9491655000887
45-49 years	F	2022	1621	9779109	16.5761522854485
45-49 years	M	2020	2776	9872904	28.117360403788
45-49 years	M	2021	2770	9875757	28.0484827644099
45-49 years	M	2022	2623	9844989	26.6429957412852
5-9 years	F	2020	28	9890958	0.283086835471347
5-9 years	F	2021	36	9915390	0.363071951784045
5-9 years	F	2022	39	9777249	0.398885207894368
5-9 years	M	2020	41	10346753	0.396259580179405
5-9 years	M	2021	32	10376158	0.30839931311763
5-9 years	M	2022	46	10231946	0.449572349189489
50-54 years	F	2020	2596	10343739	25.0973076563513
50-54 years	F	2021	2684	10470724	25.6333754953335
50-54 years	F	2022	2557	10372906	24.6507584277733
50-54 years	M	2020	4277	10051788	42.5496439041492
50-54 years	M	2021	4554	10436202	43.6365643363361
50-54 years	M	2022	4323	10434641	41.4293122302914
55-59 years	F	2020	4161	11091171	37.5163271759132
55-59 years	F	2021	4219	10937255	38.5745783562695
55-59 years	F	2022	3899	10593091	36.807009398862
55-59 years	M	2020	6912	10511928	65.7538750265413
55-59 years	M	2021	7052	10630059	66.3401774157604
55-59 years	M	2022	6614	10373923	63.7560159257014
60-64 years	F	2020	5883	10823072	54.356101483941
60-64 years	F	2021	6168	10902491	56.5742269358443
60-64 years	F	2022	5933	10820443	54.831396459461
60-64 years	M	2020	9199	9977506	92.1973888063811
60-64 years	M	2021	9880	10333259	95.6135910268
60-64 years	M	2022	9434	10297980	91.6101992818009
65-69 years	F	2020	7441	9483316	78.4641152946923
65-69 years	F	2021	7660	9646107	79.4102740100229
65-69 years	F	2022	7693	9757521	78.8417467920387
65-69 years	M	2020	10895	8390351	129.851540179904
65-69 years	M	2021	11351	8748213	129.752213394896
65-69 years	M	2022	11326	8873901	127.632706292306
70-74 years	F	2020	9014	7882542	114.353973629319
70-74 years	F	2021	9663	8150929	118.55090382949
70-74 years	F	2022	9723	8120246	119.737751787323
70-74 years	M	2020	11974	6793189	176.264785213543
70-74 years	M	2021	12675	7120873	177.997838186413
70-74 years	M	2022	12497	7036771	177.595661419137
75-79 years	F	2020	9194	5513149	166.76494685705
75-79 years	F	2021	9911	5432359	182.443759699976
75-79 years	F	2022	10585	5951314	177.859881027955
75-79 years	M	2020	10750	4473684	240.294128955018
75-79 years	M	2021	11704	4472410	261.693359955818
75-79 years	M	2022	12461	4909686	253.804418449571
80-84 years	F	2020	9723	3715123	261.71408052977
80-84 years	F	2021	10143	3605202	281.343458702175
80-84 years	F	2022	10657	3834386	277.932373005743
80-84 years	M	2020	9885	2749591	359.508014101006
80-84 years	M	2021	10310	2696104	382.403646150149
80-84 years	M	2022	10829	2825159	383.305859953369
< 1 year	F	2020	64	1826869	3.50326159127994
< 1 year	F	2021	77	1742991	4.4176934935407
< 1 year	F	2022	60	1800246	3.33287784002853
< 1 year	M	2020	83	1908141	4.3497833755472
< 1 year	M	2021	94	1821502	5.1605762716703
< 1 year	M	2022	91	1882867	4.83305512285254
