Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	404	54505227	0.741213315192688
1-4 years	M	479	56991009	0.840483452398606
10-14 years	F	308	70993737	0.433841086573594
10-14 years	M	389	74025035	0.525497894057058
15-19 years	F	594	72198032	0.822737107294005
15-19 years	M	675	75550932	0.893437026031658
20-24 years	F	1222	76260355	1.60240533892086
20-24 years	M	1484	80192752	1.85054130577786
25-29 years	F	1817	78274027	2.32133195344606
25-29 years	M	2588	81087779	3.19160301578861
30-34 years	F	2731	75810445	3.60240597453293
30-34 years	M	3824	76984052	4.96726257017492
35-39 years	F	4069	72640928	5.60152535496243
35-39 years	M	5748	72566087	7.92105546493088
40-44 years	F	5860	70787626	8.27828298691639
40-44 years	M	8971	69843523	12.844426533295
45-49 years	F	9643	73724569	13.0797644947914
45-49 years	M	14964	72291990	20.6993886874604
5-9 years	F	271	69819546	0.388143457707388
5-9 years	M	353	72883351	0.484335578917056
50-54 years	F	15409	77339639	19.9238064713491
50-54 years	M	24832	74726578	33.2304792546502
55-59 years	F	23266	78300582	29.7136999569173
55-59 years	M	37381	74019679	50.5014348954418
60-64 years	F	31942	71002917	44.9868841304083
60-64 years	M	48785	65128628	74.9056160065279
65-69 years	F	39061	60339950	64.7348895715028
65-69 years	M	55923	53859859	103.830572597674
70-74 years	F	43894	45862200	95.7084483518017
70-74 years	M	56910	39393089	144.466964751101
75-79 years	F	47534	33154498	143.371195063789
75-79 years	M	54481	26598427	204.827902040974
80-84 years	F	53490	24206738	220.971532802148
80-84 years	M	51816	17397051	297.843582800326
< 1 year	F	553	13389903	4.12997764061472
< 1 year	M	695	14018968	4.95756891662781
