Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2020	185	7613266	2.42996895156428
1-4 years	F	2021	217	7459995	2.90884913461738
1-4 years	F	2022	231	7263012	3.18049866914718
1-4 years	M	2020	197	7953016	2.47704770114885
1-4 years	M	2021	195	7802850	2.49908687210442
1-4 years	M	2022	210	7592228	2.76598647985809
10-14 years	F	2020	69	10159455	0.679170290138595
10-14 years	F	2021	82	10459561	0.78397171735984
10-14 years	F	2022	80	10187986	0.785238613402099
10-14 years	M	2020	81	10594968	0.764513871113155
10-14 years	M	2021	97	10988223	0.882763300307975
10-14 years	M	2022	125	10701853	1.16802202384951
15-19 years	F	2020	85	10266332	0.827949066911142
15-19 years	F	2021	84	10541690	0.796836180915963
15-19 years	F	2022	91	10553749	0.862252835461597
15-19 years	M	2020	99	10694597	0.925701080648481
15-19 years	M	2021	118	11022976	1.07049130833633
15-19 years	M	2022	125	11082043	1.12795086609933
20-24 years	F	2020	89	10561909	0.842650698846203
20-24 years	F	2021	93	10550759	0.881453173179295
20-24 years	F	2022	76	11103791	0.684450923112656
20-24 years	M	2020	111	11032846	1.00608673410288
20-24 years	M	2021	124	10973238	1.13002196799158
20-24 years	M	2022	120	11601988	1.0343055000574
25-29 years	F	2020	79	11356117	0.695660321217191
25-29 years	F	2021	81	11013419	0.735466434174528
25-29 years	F	2022	101	10840422	0.931698046441365
25-29 years	M	2020	138	11875126	1.16209293274025
25-29 years	M	2021	138	11379058	1.21275416646967
25-29 years	M	2022	145	11352742	1.27722448021808
30-34 years	F	2020	104	11269150	0.922873508649721
30-34 years	F	2021	110	11428324	0.962520838576155
30-34 years	F	2022	109	11471316	0.950196123966945
30-34 years	M	2020	129	11569253	1.11502445317775
30-34 years	M	2021	130	11674304	1.11355674822242
30-34 years	M	2022	135	11836820	1.14050902184877
35-39 years	F	2020	108	10890716	0.991670336459054
35-39 years	F	2021	103	11035485	0.933352725321995
35-39 years	F	2022	130	10965649	1.18552034631056
35-39 years	M	2020	132	10937588	1.20684743290751
35-39 years	M	2021	127	11263833	1.12750251180038
35-39 years	M	2022	151	11302300	1.33601125434646
40-44 years	F	2020	111	10199608	1.08827711810101
40-44 years	F	2021	128	10510756	1.2178001277929
40-44 years	F	2022	116	10609527	1.09335694230289
40-44 years	M	2020	143	10108280	1.41468182519677
40-44 years	M	2021	155	10593780	1.4631227003015
40-44 years	M	2022	145	10817889	1.34037241461805
45-49 years	F	2020	133	10097702	1.3171313631557
45-49 years	F	2021	139	9905753	1.40322497441638
45-49 years	F	2022	148	9779109	1.51343031353879
45-49 years	M	2020	173	9872904	1.75227065916978
45-49 years	M	2021	161	9875757	1.6302547743935
45-49 years	M	2022	163	9844989	1.65566462288582
5-9 years	F	2020	83	9890958	0.839150262290063
5-9 years	F	2021	84	9915390	0.847167887496104
5-9 years	F	2022	110	9777249	1.12506084277899
5-9 years	M	2020	88	10346753	0.850508367214333
5-9 years	M	2021	87	10376158	0.838460632538556
5-9 years	M	2022	131	10231946	1.28030386399615
50-54 years	F	2020	220	10343739	2.12689047935181
50-54 years	F	2021	207	10470724	1.97694065854472
50-54 years	F	2022	202	10372906	1.94738099429417
50-54 years	M	2020	215	10051788	2.13892294584804
50-54 years	M	2021	258	10436202	2.47216372392945
50-54 years	M	2022	270	10434641	2.58753511500779
55-59 years	F	2020	319	11091171	2.87616158834807
55-59 years	F	2021	279	10937255	2.55091428333709
55-59 years	F	2022	303	10593091	2.86035492378948
55-59 years	M	2020	352	10511928	3.34857696894423
55-59 years	M	2021	312	10630059	2.93507307908639
55-59 years	M	2022	349	10373923	3.36420465044902
60-64 years	F	2020	301	10823072	2.7810957923961
60-64 years	F	2021	297	10902491	2.72414808689134
60-64 years	F	2022	300	10820443	2.77252973838502
60-64 years	M	2020	285	9977506	2.85642524294147
60-64 years	M	2021	361	10333259	3.49357351828692
60-64 years	M	2022	358	10297980	3.47640993670603
65-69 years	F	2020	206	9483316	2.17223595628365
65-69 years	F	2021	186	9646107	1.9282390294862
65-69 years	F	2022	233	9757521	2.38790159918692
65-69 years	M	2020	210	8390351	2.50287502870857
65-69 years	M	2021	248	8748213	2.83486467464841
65-69 years	M	2022	253	8873901	2.85105727458533
70-74 years	F	2020	137	7882542	1.73801801500074
70-74 years	F	2021	151	8150929	1.85254956827621
70-74 years	F	2022	182	8120246	2.241311408546
70-74 years	M	2020	146	6793189	2.1492115117068
70-74 years	M	2021	149	7120873	2.09244007019926
70-74 years	M	2022	174	7036771	2.47272506096902
75-79 years	F	2020	132	5513149	2.39427593921369
75-79 years	F	2021	131	5432359	2.41147538297819
75-79 years	F	2022	147	5951314	2.47004275022289
75-79 years	M	2020	122	4473684	2.7270589518616
75-79 years	M	2021	129	4472410	2.88435094278029
75-79 years	M	2022	158	4909686	3.21812840984128
80-84 years	F	2020	113	3715123	3.04162204050848
80-84 years	F	2021	108	3605202	2.99567125503647
80-84 years	F	2022	134	3834386	3.49469250096365
80-84 years	M	2020	92	2749591	3.34595217979692
80-84 years	M	2021	82	2696104	3.04142570167916
80-84 years	M	2022	120	2825159	4.24754854505534
< 1 year	F	2020	1903	1826869	104.167293878215
< 1 year	F	2021	1956	1742991	112.220889264488
< 1 year	F	2022	1971	1800246	109.485037044937
< 1 year	M	2020	2140	1908141	112.151041249048
< 1 year	M	2021	2007	1821502	110.183793374918
< 1 year	M	2022	1999	1882867	106.167881215189
