Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	11746	54505227	21.5502267333003
1-4 years	M	15548	56991009	27.2814962795272
10-14 years	F	8663	70993737	12.2024848473605
10-14 years	M	12666	74025035	17.1104275735905
15-19 years	F	20511	72198032	28.4093616291369
15-19 years	M	51077	75550932	67.6060488572133
20-24 years	F	36186	76260355	47.4506052325615
20-24 years	M	104522	80192752	130.338462508432
25-29 years	F	49856	78274027	63.694180446344
25-29 years	M	126782	81087779	156.351550829873
30-34 years	F	65593	75810445	86.522378281779
30-34 years	M	137779	76984052	178.970834115097
35-39 years	F	84084	72640928	115.752926504463
35-39 years	M	152912	72566087	210.721021790799
40-44 years	F	113273	70787626	160.018079996072
40-44 years	M	184342	69843523	263.935712406718
45-49 years	F	178183	73724569	241.687408169182
45-49 years	M	277938	72291990	384.465830861759
5-9 years	F	7324	69819546	10.4898992038705
5-9 years	M	9369	72883351	12.8547876455351
50-54 years	F	290152	77339639	375.165961144453
50-54 years	M	450750	74726578	603.199038500064
55-59 years	F	433887	78300582	554.129980796311
55-59 years	M	679513	74019679	918.016680401978
60-64 years	F	558991	71002917	787.278922639192
60-64 years	M	860553	65128628	1321.31295626249
65-69 years	F	692336	60339950	1147.39239923136
65-69 years	M	980889	53859859	1821.18746356169
70-74 years	F	832953	45862200	1816.20811910462
70-74 years	M	1057835	39393089	2685.33142958147
75-79 years	F	985454	33154498	2972.30861405291
75-79 years	M	1117968	26598427	4203.1357719011
80-84 years	F	1240142	24206738	5123.12728794768
80-84 years	M	1201426	17397051	6905.91756039572
< 1 year	F	69904	13389903	522.065021680889
< 1 year	M	88090	14018968	628.362943691718
