Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
1-4 years	F	2013	2	7790614	0.0256719175151021
1-4 years	F	2014	3	7790662	0.0385076390170694
1-4 years	F	2015	6	7786776	0.0770537126019806
1-4 years	F	2016	1	7800517	0.0128196631069453
1-4 years	F	2017	5	7818747	0.0639488654639931
1-4 years	F	2019	5	7719541	0.0647706903817209
1-4 years	M	2013	9	8135691	0.110623670441761
1-4 years	M	2014	7	8137871	0.0860175837144629
1-4 years	M	2015	6	8142467	0.0736877410740504
1-4 years	M	2016	5	8156375	0.0613017425020306
1-4 years	M	2017	6	8180818	0.0733422990219316
1-4 years	M	2018	3	8163697	0.0367480566708931
1-4 years	M	2019	9	8074090	0.111467670040834
10-14 years	F	2013	16	10097931	0.158448299953723
10-14 years	F	2014	10	10120287	0.0988114269881872
10-14 years	F	2015	1	10101942	0.00989908673005646
10-14 years	F	2016	3	10099501	0.0297044378727226
10-14 years	F	2017	2	10173382	0.0196591457983196
10-14 years	F	2018	4	10220687	0.0391363124611878
10-14 years	F	2019	10	10180007	0.0982317595655877
10-14 years	M	2013	1	10552523	0.00947640673230468
10-14 years	M	2014	7	10551219	0.0663430452917336
10-14 years	M	2015	3	10520388	0.0285160585332024
10-14 years	M	2016	11	10518732	0.10457534235115
10-14 years	M	2017	4	10605072	0.0377178014444409
10-14 years	M	2018	5	10658840	0.0469094197867685
10-14 years	M	2019	12	10618261	0.113012855871597
15-19 years	F	2013	18	10312774	0.174540817048837
15-19 years	F	2014	18	10283624	0.17503557111773
15-19 years	F	2015	22	10311036	0.213363623209152
15-19 years	F	2016	29	10328153	0.280785925615161
15-19 years	F	2017	22	10331169	0.212947828072506
15-19 years	F	2018	15	10322313	0.145316267778355
15-19 years	F	2019	22	10308963	0.213406527892282
15-19 years	M	2013	17	10846190	0.156737066195595
15-19 years	M	2014	11	10784023	0.102002749808675
15-19 years	M	2015	14	10797867	0.129655236538846
15-19 years	M	2016	15	10801846	0.138865153233994
15-19 years	M	2017	12	10800491	0.111106059900425
15-19 years	M	2018	11	10774908	0.102089038718474
15-19 years	M	2019	10	10745607	0.0930612854164497
20-24 years	F	2013	63	11116473	0.56672651478576
20-24 years	F	2014	44	11172747	0.393815415313709
20-24 years	F	2015	58	11071459	0.523869527945684
20-24 years	F	2016	52	10889963	0.477503918057389
20-24 years	F	2017	52	10769493	0.482845385572004
20-24 years	F	2018	45	10672032	0.42166290355951
20-24 years	F	2019	37	10568188	0.35010732208776
20-24 years	M	2013	36	11678965	0.308246492732875
20-24 years	M	2014	38	11739427	0.323695526195614
20-24 years	M	2015	24	11667854	0.205693352008004
20-24 years	M	2016	24	11491065	0.208857925701404
20-24 years	M	2017	31	11349142	0.273148401879191
20-24 years	M	2018	25	11201547	0.223183458499081
20-24 years	M	2019	21	11064752	0.189791872425157
25-29 years	F	2013	73	10620319	0.687361650812937
25-29 years	F	2014	80	10826549	0.738924286954227
25-29 years	F	2015	63	11052155	0.570024578916962
25-29 years	F	2016	97	11259410	0.861501623974968
25-29 years	F	2017	74	11468230	0.645260864143813
25-29 years	F	2018	84	11542918	0.727718935541256
25-29 years	F	2019	75	11504446	0.651921874377958
25-29 years	M	2013	24	10959879	0.218980519766687
25-29 years	M	2014	39	11161389	0.349418876091497
25-29 years	M	2015	40	11409399	0.350588142285146
25-29 years	M	2016	30	11631474	0.257920879159426
25-29 years	M	2017	29	11902230	0.24365181986905
25-29 years	M	2018	29	12018838	0.241287884902018
25-29 years	M	2019	34	12004570	0.283225471632886
30-34 years	F	2013	110	10582777	1.03942471810565
30-34 years	F	2014	103	10719741	0.960844109946313
30-34 years	F	2015	101	10785909	0.936406936123789
30-34 years	F	2016	97	10818095	0.896645851233512
30-34 years	F	2017	99	10883081	0.909668870423734
30-34 years	F	2018	92	10944147	0.840631983470251
30-34 years	F	2019	96	11076695	0.866684511941513
30-34 years	M	2013	54	10681612	0.505541672923525
30-34 years	M	2014	43	10808825	0.397823075126112
30-34 years	M	2015	38	10889739	0.348952348628374
30-34 years	M	2016	68	10968264	0.619970489404704
30-34 years	M	2017	57	11089131	0.514016833239683
30-34 years	M	2018	49	11191871	0.437817769700884
30-34 years	M	2019	50	11354610	0.440349778636166
35-39 years	F	2013	95	9818501	0.967561137896712
35-39 years	F	2014	121	9981814	1.21220451513122
35-39 years	F	2015	109	10201161	1.06850582987564
35-39 years	F	2016	132	10397463	1.26954046386123
35-39 years	F	2017	139	10616012	1.30934290579174
35-39 years	F	2018	143	10773397	1.32734364100757
35-39 years	F	2019	132	10852580	1.21630064003214
35-39 years	M	2013	54	9785269	0.551849928704055
35-39 years	M	2014	56	9939836	0.563389577051372
35-39 years	M	2015	54	10173424	0.530794745210659
35-39 years	M	2016	82	10376442	0.7902516103304
