Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
1-4 years	F	15	22336273	0.0671553396576054
1-4 years	M	10	23348094	0.0428300485684185
10-14 years	F	28	30807002	0.0908884285462117
10-14 years	M	18	32285044	0.0557533698885465
15-19 years	F	48	31361771	0.153052581118585
15-19 years	M	17	32799616	0.0518298750814644
20-24 years	F	142	32216459	0.440768490416653
20-24 years	M	76	33608072	0.226136149672614
25-29 years	F	170	33209958	0.511894655211548
25-29 years	M	96	34606926	0.277401119070789
30-34 years	F	283	34168790	0.828241210765731
30-34 years	M	167	35080377	0.476049616000421
35-39 years	F	388	32891850	1.17962352376045
35-39 years	M	256	33503721	0.764094232995792
40-44 years	F	526	31319891	1.67944390355637
40-44 years	M	390	31519949	1.23731164666542
45-49 years	F	721	29782564	2.42087954549514
45-49 years	M	525	29593650	1.77402922586433
5-9 years	F	15	29583597	0.0507037734458051
5-9 years	M	15	30954857	0.0484576620722234
50-54 years	F	949	31187369	3.04289855293661
50-54 years	M	778	30922631	2.51595667910664
55-59 years	F	1455	32621517	4.46024628468382
55-59 years	M	1251	31515910	3.96942369742774
60-64 years	F	1997	32546006	6.13592955154006
60-64 years	M	1828	30608745	5.97214946251472
65-69 years	F	2555	28886944	8.84482623014743
65-69 years	M	2280	26012465	8.76502861224417
70-74 years	F	3385	24153717	14.0144061470953
70-74 years	M	2664	20950833	12.7154848687878
75-79 years	F	3486	16896822	20.6310985580602
75-79 years	M	2678	13855780	19.327674082585
80-84 years	F	3558	11154711	31.89683713007
80-84 years	M	2452	8270854	29.646273528707
< 1 year	F	12	5370106	0.223459276222853
< 1 year	M	16	5612510	0.285077443069144
